geoid,school_id,school,sat_g11,transit_min_median
17031150700,610391,LINDBLOM HS,1046.0,103.4
17031150700,609755,YOUNG HS,1297.0,65.4
17031150700,609694,HANCOCK HS,1078.0,87.9
17031150800,609693,WESTINGHOUSE HS,1005.0,50.2
17031150800,609720,LANE TECH HS,1256.0,31.2
17031150800,609678,JONES HS,1276.0,60.2
17031150800,609680,PAYTON HS,1334.0,64.0
17031150800,609749,NORTHSIDE PREP HS,1303.0,46.9
17031150800,610547,SOUTH SHORE INTL HS,901.0,82.9
17031150800,609755,YOUNG HS,1297.0,62.8
17031150800,609751,KING HS,939.0,88.5
17031150800,609726,BROOKS HS,1111.0,105.8
17031150800,610391,LINDBLOM HS,1046.0,99.6
17031150800,609694,HANCOCK HS,1078.0,81.9
17031151001,609693,WESTINGHOUSE HS,1005.0,50.6
17031151001,609720,LANE TECH HS,1256.0,33.8
17031151001,609680,PAYTON HS,1334.0,64.7
17031151001,609678,JONES HS,1276.0,62.4
17031151001,609749,NORTHSIDE PREP HS,1303.0,49.7
17031151001,610547,SOUTH SHORE INTL HS,901.0,83.6
17031151001,609755,YOUNG HS,1297.0,63.1
17031151001,609726,BROOKS HS,1111.0,106.5
17031151001,609694,HANCOCK HS,1078.0,82.3
17031151001,609751,KING HS,939.0,94.0
17031151001,610391,LINDBLOM HS,1046.0,100.3
17031151002,609693,WESTINGHOUSE HS,1005.0,42.9
17031151002,609680,PAYTON HS,1334.0,61.2
17031151002,609678,JONES HS,1276.0,60.9
17031151002,609720,LANE TECH HS,1256.0,29.8
17031151002,609749,NORTHSIDE PREP HS,1303.0,46.6
17031151002,610547,SOUTH SHORE INTL HS,901.0,82.1
17031151002,609755,YOUNG HS,1297.0,57.5
17031151002,609726,BROOKS HS,1111.0,105.0
17031151002,609694,HANCOCK HS,1078.0,74.2
17031151002,609751,KING HS,939.0,88.8
17031151002,610391,LINDBLOM HS,1046.0,96.0
17031151100,609693,WESTINGHOUSE HS,1005.0,53.3
17031151100,609720,LANE TECH HS,1256.0,32.4
17031151100,609680,PAYTON HS,1334.0,67.5
17031151100,609749,NORTHSIDE PREP HS,1303.0,51.2
17031151100,609678,JONES HS,1276.0,65.2
17031151100,609751,KING HS,939.0,91.9
17031151100,610547,SOUTH SHORE INTL HS,901.0,86.4
17031151100,609726,BROOKS HS,1111.0,109.2
17031151100,609755,YOUNG HS,1297.0,63.5
17031151100,610391,LINDBLOM HS,1046.0,102.8
17031151100,609694,HANCOCK HS,1078.0,85.8
17031151200,609720,LANE TECH HS,1256.0,36.3
17031151200,609693,WESTINGHOUSE HS,1005.0,52.8
17031151200,609680,PAYTON HS,1334.0,71.1
17031151200,609749,NORTHSIDE PREP HS,1303.0,55.1
17031151200,609678,JONES HS,1276.0,68.7
17031151200,609751,KING HS,939.0,99.6
17031151200,609726,BROOKS HS,1111.0,112.3
17031151200,609755,YOUNG HS,1297.0,67.4
17031151200,610547,SOUTH SHORE INTL HS,901.0,91.0
17031151200,610391,LINDBLOM HS,1046.0,105.5
17031151200,609694,HANCOCK HS,1078.0,84.2
17031160100,609720,LANE TECH HS,1256.0,37.1
17031160100,609680,PAYTON HS,1334.0,49.8
17031160100,609749,NORTHSIDE PREP HS,1303.0,33.2
17031160100,609693,WESTINGHOUSE HS,1005.0,49.0
17031160100,609678,JONES HS,1276.0,50.0
17031160100,609694,HANCOCK HS,1078.0,78.6
17031160100,610547,SOUTH SHORE INTL HS,901.0,69.7
17031160100,609751,KING HS,939.0,75.3
17031160100,609726,BROOKS HS,1111.0,93.7
17031160100,610391,LINDBLOM HS,1046.0,86.0
17031160100,609755,YOUNG HS,1297.0,49.3
17031160200,609720,LANE TECH HS,1256.0,37.2
17031160200,609693,WESTINGHOUSE HS,1005.0,50.3
17031160200,609680,PAYTON HS,1334.0,51.1
17031160200,609749,NORTHSIDE PREP HS,1303.0,31.2
17031160200,609678,JONES HS,1276.0,51.3
17031160200,609751,KING HS,939.0,76.5
17031160200,610547,SOUTH SHORE INTL HS,901.0,71.0
17031160200,609726,BROOKS HS,1111.0,95.4
17031160200,609755,YOUNG HS,1297.0,50.5
17031160200,610391,LINDBLOM HS,1046.0,87.3
17031160200,609694,HANCOCK HS,1078.0,82.2
17031160300,609693,WESTINGHOUSE HS,1005.0,48.0
17031160300,609720,LANE TECH HS,1256.0,31.6
17031160300,609749,NORTHSIDE PREP HS,1303.0,32.1
17031160300,609680,PAYTON HS,1334.0,48.8
17031160300,609678,JONES HS,1276.0,49.0
17031160300,610547,SOUTH SHORE INTL HS,901.0,68.7
17031160300,609726,BROOKS HS,1111.0,93.6
17031160300,609755,YOUNG HS,1297.0,48.2
17031160300,610391,LINDBLOM HS,1046.0,85.0
17031160300,609694,HANCOCK HS,1078.0,77.0
17031160300,609751,KING HS,939.0,74.3
17031160400,609693,WESTINGHOUSE HS,1005.0,48.2
17031160400,609720,LANE TECH HS,1256.0,31.8
17031160400,609678,JONES HS,1276.0,55.6
17031160400,609680,PAYTON HS,1334.0,54.3
17031160400,609749,NORTHSIDE PREP HS,1303.0,28.1
17031160400,610547,SOUTH SHORE INTL HS,901.0,75.3
17031160400,609755,YOUNG HS,1297.0,54.9
17031160400,609726,BROOKS HS,1111.0,99.7
17031160400,610391,LINDBLOM HS,1046.0,92.9
17031160400,609694,HANCOCK HS,1078.0,79.5
17031160400,609751,KING HS,939.0,82.4
17031160501,609680,PAYTON HS,1334.0,52.0
17031160501,609693,WESTINGHOUSE HS,1005.0,38.7
17031160501,609720,LANE TECH HS,1256.0,23.6
17031160501,609678,JONES HS,1276.0,51.6
17031160501,609749,NORTHSIDE PREP HS,1303.0,16.1
17031160501,610547,SOUTH SHORE INTL HS,901.0,72.9
17031160501,609755,YOUNG HS,1297.0,54.9
17031160501,610391,LINDBLOM HS,1046.0,89.4
17031160501,609694,HANCOCK HS,1078.0,83.0
17031160501,609726,BROOKS HS,1111.0,95.8
17031160501,609751,KING HS,939.0,78.4
17031160502,609678,JONES HS,1276.0,49.6
17031160502,609693,WESTINGHOUSE HS,1005.0,36.6
17031160502,609680,PAYTON HS,1334.0,49.9
17031160502,609720,LANE TECH HS,1256.0,23.1
17031160502,609749,NORTHSIDE PREP HS,1303.0,18.4
17031160502,610547,SOUTH SHORE INTL HS,901.0,70.8
17031160502,609755,YOUNG HS,1297.0,52.9
17031160502,610391,LINDBLOM HS,1046.0,87.4
17031160502,609726,BROOKS HS,1111.0,93.8
17031160502,609694,HANCOCK HS,1078.0,81.0
17031160502,609751,KING HS,939.0,76.4
17031160601,609680,PAYTON HS,1334.0,54.1
17031160601,609678,JONES HS,1276.0,57.6
17031160601,609693,WESTINGHOUSE HS,1005.0,46.9
17031160601,609720,LANE TECH HS,1256.0,18.1
17031160601,609749,NORTHSIDE PREP HS,1303.0,19.4
17031160601,610547,SOUTH SHORE INTL HS,901.0,78.4
17031160601,610391,LINDBLOM HS,1046.0,89.7
17031160601,609755,YOUNG HS,1297.0,58.7
17031160601,609726,BROOKS HS,1111.0,99.6
17031160601,609694,HANCOCK HS,1078.0,89.5
17031160601,609751,KING HS,939.0,84.7
17031160602,609678,JONES HS,1276.0,55.5
17031160602,609693,WESTINGHOUSE HS,1005.0,48.4
17031160602,609680,PAYTON HS,1334.0,56.5
17031160602,609720,LANE TECH HS,1256.0,15.9
17031160602,609749,NORTHSIDE PREP HS,1303.0,22.8
17031160602,610391,LINDBLOM HS,1046.0,90.9
17031160602,610547,SOUTH SHORE INTL HS,901.0,76.2
17031160602,609755,YOUNG HS,1297.0,56.3
17031160602,609726,BROOKS HS,1111.0,97.2
17031160602,609694,HANCOCK HS,1078.0,89.2
17031160602,609751,KING HS,939.0,82.3
17031160700,609693,WESTINGHOUSE HS,1005.0,44.8
17031160700,609680,PAYTON HS,1334.0,56.5
17031160700,609720,LANE TECH HS,1256.0,13.2
17031160700,609749,NORTHSIDE PREP HS,1303.0,27.2
17031160700,609678,JONES HS,1276.0,54.4
17031160700,610547,SOUTH SHORE INTL HS,901.0,75.5
17031160700,609755,YOUNG HS,1297.0,55.2
17031160700,609726,BROOKS HS,1111.0,99.1
17031160700,609694,HANCOCK HS,1078.0,89.0
17031160700,610391,LINDBLOM HS,1046.0,89.5
17031160700,609751,KING HS,939.0,81.2
17031160800,609693,WESTINGHOUSE HS,1005.0,34.1
17031160800,609720,LANE TECH HS,1256.0,15.7
17031160800,609678,JONES HS,1276.0,46.1
17031160800,609680,PAYTON HS,1334.0,47.0
17031160800,609749,NORTHSIDE PREP HS,1303.0,20.8
17031160800,610547,SOUTH SHORE INTL HS,901.0,68.3
17031160800,609755,YOUNG HS,1297.0,50.3
17031160800,609726,BROOKS HS,1111.0,91.2
17031160800,609694,HANCOCK HS,1078.0,78.2
17031160800,609751,KING HS,939.0,75.5
17031160800,610391,LINDBLOM HS,1046.0,86.1
17031160900,609693,WESTINGHOUSE HS,1005.0,44.5
17031160900,609720,LANE TECH HS,1256.0,23.0
17031160900,609678,JONES HS,1276.0,51.8
17031160900,609680,PAYTON HS,1334.0,51.6
17031160900,609749,NORTHSIDE PREP HS,1303.0,31.2
17031160900,610547,SOUTH SHORE INTL HS,901.0,70.5
17031160900,609755,YOUNG HS,1297.0,51.0
17031160900,609726,BROOKS HS,1111.0,95.3
17031160900,610391,LINDBLOM HS,1046.0,86.7
17031160900,609694,HANCOCK HS,1078.0,81.2
17031160900,609751,KING HS,939.0,76.1
17031161000,609693,WESTINGHOUSE HS,1005.0,48.6
17031161000,609720,LANE TECH HS,1256.0,24.1
17031161000,609678,JONES HS,1276.0,48.9
17031161000,609680,PAYTON HS,1334.0,48.7
17031161000,609749,NORTHSIDE PREP HS,1303.0,39.0
17031161000,610547,SOUTH SHORE INTL HS,901.0,68.6
17031161000,609755,YOUNG HS,1297.0,48.1
17031161000,610391,LINDBLOM HS,1046.0,84.9
17031161000,609726,BROOKS HS,1111.0,93.5
17031161000,609694,HANCOCK HS,1078.0,75.2
17031161000,609751,KING HS,939.0,74.2
17031161100,609720,LANE TECH HS,1256.0,26.4
17031161100,609693,WESTINGHOUSE HS,1005.0,45.0
17031161100,609678,JONES HS,1276.0,55.7
17031161100,609749,NORTHSIDE PREP HS,1303.0,40.0
17031161100,609680,PAYTON HS,1334.0,57.1
17031161100,610547,SOUTH SHORE INTL HS,901.0,75.5
17031161100,609755,YOUNG HS,1297.0,55.0
17031161100,609726,BROOKS HS,1111.0,99.4
17031161100,610391,LINDBLOM HS,1046.0,90.8
17031161100,609694,HANCOCK HS,1078.0,79.0
17031161100,609751,KING HS,939.0,82.5
17031161200,609720,LANE TECH HS,1256.0,27.6
17031161200,609693,WESTINGHOUSE HS,1005.0,49.4
17031161200,609678,JONES HS,1276.0,57.9
17031161200,609749,NORTHSIDE PREP HS,1303.0,44.4
17031161200,609680,PAYTON HS,1334.0,60.2
17031161200,610547,SOUTH SHORE INTL HS,901.0,79.1
17031161200,609755,YOUNG HS,1297.0,58.6
17031161200,609694,HANCOCK HS,1078.0,80.2
17031161200,609726,BROOKS HS,1111.0,102.0
17031161200,609751,KING HS,939.0,84.6
17031161200,610391,LINDBLOM HS,1046.0,95.7
17031161300,609693,WESTINGHOUSE HS,1005.0,40.4
17031161300,609678,JONES HS,1276.0,50.9
17031161300,609720,LANE TECH HS,1256.0,24.5
17031161300,609680,PAYTON HS,1334.0,51.2
17031161300,609749,NORTHSIDE PREP HS,1303.0,41.4
17031161300,609694,HANCOCK HS,1078.0,71.9
17031161300,610547,SOUTH SHORE INTL HS,901.0,74.1
17031161300,609755,YOUNG HS,1297.0,53.5
17031161300,609726,BROOKS HS,1111.0,97.0
17031161300,609751,KING HS,939.0,79.6
17031161300,610391,LINDBLOM HS,1046.0,88.2
17031170100,609693,WESTINGHOUSE HS,1005.0,70.5
17031170100,609720,LANE TECH HS,1256.0,53.6
17031170100,609694,HANCOCK HS,1078.0,101.4
17031170100,609680,PAYTON HS,1334.0,73.1
17031170100,609749,NORTHSIDE PREP HS,1303.0,53.5
17031170100,609678,JONES HS,1276.0,69.5
17031170100,609751,KING HS,939.0,96.1
17031170100,610547,SOUTH SHORE INTL HS,901.0,91.8
17031170100,609726,BROOKS HS,1111.0,116.5
17031170100,610391,LINDBLOM HS,1046.0,109.3
17031170100,609755,YOUNG HS,1297.0,71.8
17031170200,609720,LANE TECH HS,1256.0,38.6
17031170200,609749,NORTHSIDE PREP HS,1303.0,53.8
17031170200,609693,WESTINGHOUSE HS,1005.0,60.9
17031170200,609680,PAYTON HS,1334.0,71.2
17031170200,609751,KING HS,939.0,98.6
17031170200,609726,BROOKS HS,1111.0,112.9
17031170200,610547,SOUTH SHORE INTL HS,901.0,86.8
17031170200,609755,YOUNG HS,1297.0,69.5
17031170200,610391,LINDBLOM HS,1046.0,103.9
17031170200,609678,JONES HS,1276.0,67.3
17031170200,609694,HANCOCK HS,1078.0,96.6
17031170300,609720,LANE TECH HS,1256.0,42.6
17031170300,609693,WESTINGHOUSE HS,1005.0,68.6
17031170300,609680,PAYTON HS,1334.0,75.9
17031170300,609749,NORTHSIDE PREP HS,1303.0,59.3
17031170300,609751,KING HS,939.0,104.7
17031170300,609726,BROOKS HS,1111.0,120.4
17031170300,610547,SOUTH SHORE INTL HS,901.0,96.7
17031170300,609678,JONES HS,1276.0,74.3
17031170300,610391,LINDBLOM HS,1046.0,111.5
17031170300,609755,YOUNG HS,1297.0,78.7
17031170300,609694,HANCOCK HS,1078.0,100.3
17031170400,609720,LANE TECH HS,1256.0,45.7
17031170400,609693,WESTINGHOUSE HS,1005.0,73.7
17031170400,609749,NORTHSIDE PREP HS,1303.0,61.4
17031170400,609751,KING HS,939.0,100.6
17031170400,609680,PAYTON HS,1334.0,73.2
17031170400,609726,BROOKS HS,1111.0,116.5
17031170400,610547,SOUTH SHORE INTL HS,901.0,93.6
17031170400,609678,JONES HS,1276.0,70.3
17031170400,610391,LINDBLOM HS,1046.0,110.1
17031170400,609755,YOUNG HS,1297.0,71.6
17031170400,609694,HANCOCK HS,1078.0,103.4
17031170500,609694,HANCOCK HS,1078.0,108.8
17031170500,609720,LANE TECH HS,1256.0,52.4
17031170500,609693,WESTINGHOUSE HS,1005.0,76.3
17031170500,609749,NORTHSIDE PREP HS,1303.0,63.1
17031170500,609726,BROOKS HS,1111.0,120.2
17031170500,609751,KING HS,939.0,107.9
17031170500,610547,SOUTH SHORE INTL HS,901.0,99.3
17031170500,610391,LINDBLOM HS,1046.0,116.4
17031170500,609678,JONES HS,1276.0,79.1
17031170500,609680,PAYTON HS,1334.0,83.2
17031170500,609755,YOUNG HS,1297.0,78.9
17031170600,609693,WESTINGHOUSE HS,1005.0,73.3
17031170600,609720,LANE TECH HS,1256.0,49.2
17031170600,609749,NORTHSIDE PREP HS,1303.0,67.0
17031170600,609726,BROOKS HS,1111.0,127.3
17031170600,609751,KING HS,939.0,111.5
17031170600,609678,JONES HS,1276.0,82.3
17031170600,609680,PAYTON HS,1334.0,88.1
17031170600,610547,SOUTH SHORE INTL HS,901.0,103.3
17031170600,610391,LINDBLOM HS,1046.0,119.8
17031170600,609694,HANCOCK HS,1078.0,105.0
17031170600,609755,YOUNG HS,1297.0,83.6
17031170700,609720,LANE TECH HS,1256.0,47.9
17031170700,609693,WESTINGHOUSE HS,1005.0,71.0
17031170700,609749,NORTHSIDE PREP HS,1303.0,65.6
17031170700,609726,BROOKS HS,1111.0,125.0
17031170700,609751,KING HS,939.0,109.4
17031170700,609678,JONES HS,1276.0,80.3
17031170700,610547,SOUTH SHORE INTL HS,901.0,101.1
17031170700,609755,YOUNG HS,1297.0,81.6
17031170700,610391,LINDBLOM HS,1046.0,117.7
17031170700,609694,HANCOCK HS,1078.0,100.7
17031170700,609680,PAYTON HS,1334.0,87.5
17031170800,609720,LANE TECH HS,1256.0,45.8
17031170800,609693,WESTINGHOUSE HS,1005.0,67.2
17031170800,609749,NORTHSIDE PREP HS,1303.0,66.0
17031170800,609751,KING HS,939.0,105.8
17031170800,609680,PAYTON HS,1334.0,75.8
17031170800,610547,SOUTH SHORE INTL HS,901.0,92.2
17031170800,609726,BROOKS HS,1111.0,119.2
17031170800,610391,LINDBLOM HS,1046.0,113.7
17031170800,609678,JONES HS,1276.0,73.0
17031170800,609755,YOUNG HS,1297.0,74.6
17031170800,609694,HANCOCK HS,1078.0,99.7
17031170900,609720,LANE TECH HS,1256.0,54.7
17031170900,609693,WESTINGHOUSE HS,1005.0,64.8
17031170900,609680,PAYTON HS,1334.0,75.7
17031170900,609749,NORTHSIDE PREP HS,1303.0,64.9
17031170900,609751,KING HS,939.0,104.0
17031170900,610547,SOUTH SHORE INTL HS,901.0,95.6
17031170900,609726,BROOKS HS,1111.0,119.3
17031170900,609678,JONES HS,1276.0,74.7
17031170900,610391,LINDBLOM HS,1046.0,112.2
17031170900,609755,YOUNG HS,1297.0,75.2
17031170900,609694,HANCOCK HS,1078.0,96.2
17031171000,609720,LANE TECH HS,1256.0,42.7
17031171000,609693,WESTINGHOUSE HS,1005.0,62.2
17031171000,609749,NORTHSIDE PREP HS,1303.0,61.5
17031171000,609680,PAYTON HS,1334.0,77.8
17031171000,609751,KING HS,939.0,106.3
17031171000,609726,BROOKS HS,1111.0,119.0
17031171000,610547,SOUTH SHORE INTL HS,901.0,96.8
17031171000,609678,JONES HS,1276.0,74.8
17031171000,609755,YOUNG HS,1297.0,75.6
17031171000,610391,LINDBLOM HS,1046.0,113.3
17031171000,609694,HANCOCK HS,1078.0,95.6
17031171100,609720,LANE TECH HS,1256.0,38.9
17031171100,609693,WESTINGHOUSE HS,1005.0,57.5
17031171100,609749,NORTHSIDE PREP HS,1303.0,55.5
17031171100,609678,JONES HS,1276.0,70.4
17031171100,609680,PAYTON HS,1334.0,73.4
17031171100,609751,KING HS,939.0,101.2
17031171100,609726,BROOKS HS,1111.0,114.6
17031171100,610547,SOUTH SHORE INTL HS,901.0,89.4
17031171100,609755,YOUNG HS,1297.0,70.7
17031171100,610391,LINDBLOM HS,1046.0,106.5
17031171100,609694,HANCOCK HS,1078.0,90.4
17031180100,609693,WESTINGHOUSE HS,1005.0,59.4
17031180100,609720,LANE TECH HS,1256.0,51.8
17031180100,609680,PAYTON HS,1334.0,78.9
17031180100,609749,NORTHSIDE PREP HS,1303.0,64.8
17031180100,609751,KING HS,939.0,103.9
17031180100,610547,SOUTH SHORE INTL HS,901.0,95.6
17031180100,609755,YOUNG HS,1297.0,76.1
17031180100,609726,BROOKS HS,1111.0,119.5
17031180100,609678,JONES HS,1276.0,75.3
17031180100,610391,LINDBLOM HS,1046.0,112.2
17031180100,609694,HANCOCK HS,1078.0,92.3
17031190100,609693,WESTINGHOUSE HS,1005.0,43.4
17031190100,609720,LANE TECH HS,1256.0,39.7
17031190100,609678,JONES HS,1276.0,59.1
17031190100,609680,PAYTON HS,1334.0,61.4
17031190100,609749,NORTHSIDE PREP HS,1303.0,47.6
17031190100,609694,HANCOCK HS,1078.0,77.3
17031190100,610547,SOUTH SHORE INTL HS,901.0,80.3
17031190100,609755,YOUNG HS,1297.0,58.0
17031190100,609726,BROOKS HS,1111.0,103.2
17031190100,609751,KING HS,939.0,85.9
17031190100,610391,LINDBLOM HS,1046.0,96.5
17031190200,609693,WESTINGHOUSE HS,1005.0,45.8
17031190200,609720,LANE TECH HS,1256.0,40.2
17031190200,609680,PAYTON HS,1334.0,63.7
17031190200,609678,JONES HS,1276.0,61.4
17031190200,609749,NORTHSIDE PREP HS,1303.0,49.9
17031190200,609755,YOUNG HS,1297.0,59.9
17031190200,610547,SOUTH SHORE INTL HS,901.0,82.7
17031190200,609726,BROOKS HS,1111.0,105.5
17031190200,609694,HANCOCK HS,1078.0,78.9
17031190200,609751,KING HS,939.0,91.2
17031190200,610391,LINDBLOM HS,1046.0,98.4
17031190300,609693,WESTINGHOUSE HS,1005.0,52.2
17031190300,609720,LANE TECH HS,1256.0,45.1
17031190300,609680,PAYTON HS,1334.0,67.2
17031190300,609678,JONES HS,1276.0,65.3
17031190300,609749,NORTHSIDE PREP HS,1303.0,52.8
17031190300,610547,SOUTH SHORE INTL HS,901.0,86.1
17031190300,609755,YOUNG HS,1297.0,65.0
17031190300,609726,BROOKS HS,1111.0,108.9
17031190300,609694,HANCOCK HS,1078.0,81.4
17031190300,609751,KING HS,939.0,95.5
17031190300,610391,LINDBLOM HS,1046.0,100.8
17031190401,609720,LANE TECH HS,1256.0,44.8
17031190401,609693,WESTINGHOUSE HS,1005.0,53.9
17031190401,609678,JONES HS,1276.0,70.1
17031190401,609680,PAYTON HS,1334.0,72.9
17031190401,609749,NORTHSIDE PREP HS,1303.0,58.2
17031190401,609751,KING HS,939.0,101.6
17031190401,610547,SOUTH SHORE INTL HS,901.0,90.4
17031190401,609755,YOUNG HS,1297.0,70.4
17031190401,609726,BROOKS HS,1111.0,114.3
17031190401,609694,HANCOCK HS,1078.0,87.2
17031190401,610391,LINDBLOM HS,1046.0,107.1
17031190402,609693,WESTINGHOUSE HS,1005.0,50.2
17031190402,609720,LANE TECH HS,1256.0,46.6
17031190402,609680,PAYTON HS,1334.0,70.2
17031190402,609678,JONES HS,1276.0,68.5
17031190402,609749,NORTHSIDE PREP HS,1303.0,57.5
17031190402,609751,KING HS,939.0,99.5
17031190402,610547,SOUTH SHORE INTL HS,901.0,91.8
17031190402,609755,YOUNG HS,1297.0,68.3
17031190402,609726,BROOKS HS,1111.0,112.2
17031190402,609694,HANCOCK HS,1078.0,82.2
17031190402,610391,LINDBLOM HS,1046.0,103.1
17031190601,609693,WESTINGHOUSE HS,1005.0,49.2
17031190601,609720,LANE TECH HS,1256.0,46.9
17031190601,609680,PAYTON HS,1334.0,73.2
17031190601,609678,JONES HS,1276.0,72.4
17031190601,609749,NORTHSIDE PREP HS,1303.0,61.7
17031190601,609751,KING HS,939.0,95.4
17031190601,609755,YOUNG HS,1297.0,66.8
17031190601,610547,SOUTH SHORE INTL HS,901.0,94.9
17031190601,609726,BROOKS HS,1111.0,119.4
17031190601,609694,HANCOCK HS,1078.0,83.6
17031190601,610391,LINDBLOM HS,1046.0,104.9
17031190602,609693,WESTINGHOUSE HS,1005.0,47.6
17031190602,609720,LANE TECH HS,1256.0,49.5
17031190602,609680,PAYTON HS,1334.0,70.3
17031190602,609678,JONES HS,1276.0,69.5
17031190602,609749,NORTHSIDE PREP HS,1303.0,60.1
17031190602,609755,YOUNG HS,1297.0,65.4
17031190602,609726,BROOKS HS,1111.0,115.2
17031190602,610547,SOUTH SHORE INTL HS,901.0,89.7
17031190602,609694,HANCOCK HS,1078.0,79.5
17031190602,609751,KING HS,939.0,102.0
17031190602,610391,LINDBLOM HS,1046.0,102.0
17031190701,609693,WESTINGHOUSE HS,1005.0,49.2
17031190701,609720,LANE TECH HS,1256.0,48.1
17031190701,609680,PAYTON HS,1334.0,66.3
17031190701,609678,JONES HS,1276.0,63.0
17031190701,609749,NORTHSIDE PREP HS,1303.0,57.0
17031190701,609755,YOUNG HS,1297.0,63.4
17031190701,609726,BROOKS HS,1111.0,110.6
17031190701,610547,SOUTH SHORE INTL HS,901.0,85.6
17031190701,609694,HANCOCK HS,1078.0,78.9
17031190701,609751,KING HS,939.0,93.3
17031190701,610391,LINDBLOM HS,1046.0,102.3
17031190702,609693,WESTINGHOUSE HS,1005.0,47.4
17031190702,609720,LANE TECH HS,1256.0,50.0
17031190702,609680,PAYTON HS,1334.0,69.6
17031190702,609678,JONES HS,1276.0,67.8
17031190702,609749,NORTHSIDE PREP HS,1303.0,60.7
17031190702,609694,HANCOCK HS,1078.0,76.6
17031190702,609755,YOUNG HS,1297.0,65.5
17031190702,609726,BROOKS HS,1111.0,113.8
17031190702,610547,SOUTH SHORE INTL HS,901.0,88.0
17031190702,609751,KING HS,939.0,95.2
17031190702,610391,LINDBLOM HS,1046.0,100.5
17031190800,609693,WESTINGHOUSE HS,1005.0,43.8
17031190800,609720,LANE TECH HS,1256.0,45.6
17031190800,609680,PAYTON HS,1334.0,65.9
17031190800,609678,JONES HS,1276.0,63.1
17031190800,609694,HANCOCK HS,1078.0,75.3
17031190800,609749,NORTHSIDE PREP HS,1303.0,56.2
17031190800,609755,YOUNG HS,1297.0,57.9
17031190800,609726,BROOKS HS,1111.0,109.1
17031190800,610547,SOUTH SHORE INTL HS,901.0,83.4
17031190800,609751,KING HS,939.0,91.4
17031190800,610391,LINDBLOM HS,1046.0,96.9
17031190900,609693,WESTINGHOUSE HS,1005.0,42.8
17031190900,609720,LANE TECH HS,1256.0,42.1
17031190900,609680,PAYTON HS,1334.0,64.9
17031190900,609678,JONES HS,1276.0,62.1
17031190900,609749,NORTHSIDE PREP HS,1303.0,55.0
17031190900,609694,HANCOCK HS,1078.0,73.1
17031190900,609755,YOUNG HS,1297.0,56.9
17031190900,610547,SOUTH SHORE INTL HS,901.0,82.4
17031190900,609726,BROOKS HS,1111.0,107.8
17031190900,609751,KING HS,939.0,90.4
17031190900,610391,LINDBLOM HS,1046.0,95.9
17031191000,609693,WESTINGHOUSE HS,1005.0,36.5
17031191000,609680,PAYTON HS,1334.0,66.4
17031191000,609720,LANE TECH HS,1256.0,46.1
17031191000,609678,JONES HS,1276.0,61.9
17031191000,609749,NORTHSIDE PREP HS,1303.0,53.9
17031191000,609694,HANCOCK HS,1078.0,66.8
17031191000,609755,YOUNG HS,1297.0,51.6
17031191000,610547,SOUTH SHORE INTL HS,901.0,77.0
17031191000,609726,BROOKS HS,1111.0,105.5
17031191000,609751,KING HS,939.0,86.0
17031191000,610391,LINDBLOM HS,1046.0,90.5
17031191100,609693,WESTINGHOUSE HS,1005.0,39.6
17031191100,609680,PAYTON HS,1334.0,68.4
17031191100,609720,LANE TECH HS,1256.0,49.4
17031191100,609678,JONES HS,1276.0,66.0
17031191100,609749,NORTHSIDE PREP HS,1303.0,57.8
17031191100,609694,HANCOCK HS,1078.0,69.8
17031191100,609755,YOUNG HS,1297.0,57.0
17031191100,609726,BROOKS HS,1111.0,109.5
17031191100,610547,SOUTH SHORE INTL HS,901.0,79.7
17031191100,609751,KING HS,939.0,88.7
17031191100,610391,LINDBLOM HS,1046.0,91.0
17031191200,609693,WESTINGHOUSE HS,1005.0,38.2
17031191200,609680,PAYTON HS,1334.0,68.5
17031191200,609720,LANE TECH HS,1256.0,52.5
17031191200,609678,JONES HS,1276.0,68.7
17031191200,609749,NORTHSIDE PREP HS,1303.0,62.7
17031191200,609694,HANCOCK HS,1078.0,68.5
17031191200,609755,YOUNG HS,1297.0,57.5
17031191200,609726,BROOKS HS,1111.0,115.0
17031191200,610547,SOUTH SHORE INTL HS,901.0,86.8
17031191200,609751,KING HS,939.0,93.8
17031191200,610391,LINDBLOM HS,1046.0,91.0
17031191301,609693,WESTINGHOUSE HS,1005.0,40.3
17031191301,609680,PAYTON HS,1334.0,71.9
17031191301,609720,LANE TECH HS,1256.0,51.5
17031191301,609678,JONES HS,1276.0,73.0
17031191301,609726,BROOKS HS,1111.0,119.6
17031191301,609749,NORTHSIDE PREP HS,1303.0,66.2
17031191301,609755,YOUNG HS,1297.0,61.9
17031191301,610547,SOUTH SHORE INTL HS,901.0,91.8
17031191301,609694,HANCOCK HS,1078.0,73.0
17031191301,609751,KING HS,939.0,95.2
17031191301,610391,LINDBLOM HS,1046.0,96.0
17031191302,609693,WESTINGHOUSE HS,1005.0,35.8
17031191302,609680,PAYTON HS,1334.0,68.9
17031191302,609720,LANE TECH HS,1256.0,49.9
17031191302,609678,JONES HS,1276.0,72.6
17031191302,609749,NORTHSIDE PREP HS,1303.0,63.6
17031191302,609694,HANCOCK HS,1078.0,69.0
17031191302,609726,BROOKS HS,1111.0,115.2
17031191302,609755,YOUNG HS,1297.0,58.4
17031191302,610547,SOUTH SHORE INTL HS,901.0,87.3
17031191302,609751,KING HS,939.0,90.8
