geoid,school_id,school,sat_g11,transit_min_median
17031281900,609720,LANE TECH HS,1256.0,48.5
17031281900,609751,KING HS,939.0,42.6
17031281900,609694,HANCOCK HS,1078.0,51.1
17031281900,609749,NORTHSIDE PREP HS,1303.0,65.5
17031281900,610547,SOUTH SHORE INTL HS,901.0,40.8
17031281900,610391,LINDBLOM HS,1046.0,58.2
17031282700,609678,JONES HS,1276.0,36.4
17031282700,609693,WESTINGHOUSE HS,1005.0,23.8
17031282700,609720,LANE TECH HS,1256.0,41.6
17031282700,609680,PAYTON HS,1334.0,50.4
17031282700,609694,HANCOCK HS,1078.0,48.8
17031282700,609755,YOUNG HS,1297.0,21.8
17031282700,610391,LINDBLOM HS,1046.0,48.9
17031282700,609749,NORTHSIDE PREP HS,1303.0,69.8
17031282700,609726,BROOKS HS,1111.0,85.5
17031282700,609751,KING HS,939.0,65.6
17031282700,610547,SOUTH SHORE INTL HS,901.0,60.1
17031282800,609678,JONES HS,1276.0,37.5
17031282800,609693,WESTINGHOUSE HS,1005.0,29.3
17031282800,609680,PAYTON HS,1334.0,51.5
17031282800,609720,LANE TECH HS,1256.0,41.4
17031282800,609755,YOUNG HS,1297.0,21.3
17031282800,609694,HANCOCK HS,1078.0,44.9
17031282800,610391,LINDBLOM HS,1046.0,48.5
17031282800,609726,BROOKS HS,1111.0,82.4
17031282800,609749,NORTHSIDE PREP HS,1303.0,71.7
17031282800,609751,KING HS,939.0,63.2
17031282800,610547,SOUTH SHORE INTL HS,901.0,58.5
17031283100,609678,JONES HS,1276.0,31.4
17031283100,609680,PAYTON HS,1334.0,41.5
17031283100,609693,WESTINGHOUSE HS,1005.0,34.7
17031283100,609755,YOUNG HS,1297.0,12.2
17031283100,609720,LANE TECH HS,1256.0,50.4
17031283100,609694,HANCOCK HS,1078.0,46.0
17031283100,609726,BROOKS HS,1111.0,73.1
17031283100,610391,LINDBLOM HS,1046.0,46.4
17031283100,609751,KING HS,939.0,55.4
17031283100,610547,SOUTH SHORE INTL HS,901.0,49.1
17031283100,609749,NORTHSIDE PREP HS,1303.0,70.0
17031283200,609678,JONES HS,1276.0,28.1
17031283200,609680,PAYTON HS,1334.0,41.5
17031283200,609693,WESTINGHOUSE HS,1005.0,36.7
17031283200,609755,YOUNG HS,1297.0,19.4
17031283200,609720,LANE TECH HS,1256.0,54.6
17031283200,609726,BROOKS HS,1111.0,69.7
17031283200,609694,HANCOCK HS,1078.0,50.4
17031283200,609751,KING HS,939.0,52.0
17031283200,610391,LINDBLOM HS,1046.0,50.0
17031283200,609749,NORTHSIDE PREP HS,1303.0,78.7
17031283200,610547,SOUTH SHORE INTL HS,901.0,45.8
17031283800,609678,JONES HS,1276.0,29.0
17031283800,609680,PAYTON HS,1334.0,45.9
17031283800,609693,WESTINGHOUSE HS,1005.0,49.3
17031283800,609755,YOUNG HS,1297.0,30.1
17031283800,609694,HANCOCK HS,1078.0,49.6
17031283800,609726,BROOKS HS,1111.0,70.1
17031283800,609720,LANE TECH HS,1256.0,64.3
17031283800,609751,KING HS,939.0,52.9
17031283800,610391,LINDBLOM HS,1046.0,55.7
17031283800,610547,SOUTH SHORE INTL HS,901.0,46.7
17031283800,609749,NORTHSIDE PREP HS,1303.0,79.0
17031290900,609693,WESTINGHOUSE HS,1005.0,30.7
17031290900,609678,JONES HS,1276.0,51.0
17031290900,609694,HANCOCK HS,1078.0,35.6
17031290900,609755,YOUNG HS,1297.0,42.1
17031290900,609680,PAYTON HS,1334.0,61.8
17031290900,609720,LANE TECH HS,1256.0,64.8
17031290900,609749,NORTHSIDE PREP HS,1303.0,74.2
17031290900,609726,BROOKS HS,1111.0,98.4
17031290900,610391,LINDBLOM HS,1046.0,62.5
17031290900,609751,KING HS,939.0,80.3
17031290900,610547,SOUTH SHORE INTL HS,901.0,73.1
17031291200,609693,WESTINGHOUSE HS,1005.0,17.9
17031291200,609678,JONES HS,1276.0,46.9
17031291200,609694,HANCOCK HS,1078.0,36.1
17031291200,609680,PAYTON HS,1334.0,57.0
17031291200,609720,LANE TECH HS,1256.0,52.0
17031291200,609755,YOUNG HS,1297.0,32.1
17031291200,609749,NORTHSIDE PREP HS,1303.0,60.7
17031291200,609726,BROOKS HS,1111.0,89.4
17031291200,610391,LINDBLOM HS,1046.0,58.1
17031291200,609751,KING HS,939.0,70.2
17031291200,610547,SOUTH SHORE INTL HS,901.0,67.9
17031291600,609693,WESTINGHOUSE HS,1005.0,28.2
17031291600,609678,JONES HS,1276.0,46.0
17031291600,609680,PAYTON HS,1334.0,50.4
17031291600,609694,HANCOCK HS,1078.0,44.6
17031291600,609720,LANE TECH HS,1256.0,53.4
17031291600,609755,YOUNG HS,1297.0,30.4
17031291600,609726,BROOKS HS,1111.0,83.0
17031291600,610391,LINDBLOM HS,1046.0,50.9
17031291600,609751,KING HS,939.0,63.7
17031291600,609749,NORTHSIDE PREP HS,1303.0,78.7
17031291600,610547,SOUTH SHORE INTL HS,901.0,61.0
17031292200,609678,JONES HS,1276.0,44.4
17031292200,609693,WESTINGHOUSE HS,1005.0,21.6
17031292200,609694,HANCOCK HS,1078.0,33.9
17031292200,609680,PAYTON HS,1334.0,48.8
17031292200,609755,YOUNG HS,1297.0,34.1
17031292200,609720,LANE TECH HS,1256.0,55.6
17031292200,609749,NORTHSIDE PREP HS,1303.0,64.8
17031292200,609726,BROOKS HS,1111.0,85.8
17031292200,610391,LINDBLOM HS,1046.0,58.2
17031292200,609751,KING HS,939.0,66.6
17031292200,610547,SOUTH SHORE INTL HS,901.0,59.4
17031292400,609678,JONES HS,1276.0,45.6
17031292400,609693,WESTINGHOUSE HS,1005.0,31.2
17031292400,609694,HANCOCK HS,1078.0,27.8
17031292400,609680,PAYTON HS,1334.0,50.1
17031292400,609755,YOUNG HS,1297.0,35.2
17031292400,609720,LANE TECH HS,1256.0,61.0
17031292400,609726,BROOKS HS,1111.0,87.6
17031292400,609749,NORTHSIDE PREP HS,1303.0,75.5
17031292400,610391,LINDBLOM HS,1046.0,53.7
17031292400,609751,KING HS,939.0,67.7
17031292400,610547,SOUTH SHORE INTL HS,901.0,60.7
17031292500,609678,JONES HS,1276.0,46.2
17031292500,609693,WESTINGHOUSE HS,1005.0,34.9
17031292500,609694,HANCOCK HS,1078.0,33.5
17031292500,609680,PAYTON HS,1334.0,50.6
17031292500,609755,YOUNG HS,1297.0,35.7
17031292500,609726,BROOKS HS,1111.0,88.2
17031292500,609720,LANE TECH HS,1256.0,65.2
17031292500,609749,NORTHSIDE PREP HS,1303.0,80.7
17031292500,610391,LINDBLOM HS,1046.0,59.0
17031292500,609751,KING HS,939.0,68.6
17031292500,610547,SOUTH SHORE INTL HS,901.0,61.2
17031300500,609678,JONES HS,1276.0,52.4
17031300500,609693,WESTINGHOUSE HS,1005.0,32.7
17031300500,609694,HANCOCK HS,1078.0,25.6
17031300500,609680,PAYTON HS,1334.0,57.9
17031300500,609755,YOUNG HS,1297.0,42.5
17031300500,609720,LANE TECH HS,1256.0,65.1
17031300500,609726,BROOKS HS,1111.0,88.4
17031300500,609749,NORTHSIDE PREP HS,1303.0,74.4
17031300500,610391,LINDBLOM HS,1046.0,51.5
17031300500,609751,KING HS,939.0,69.5
17031300500,610547,SOUTH SHORE INTL HS,901.0,70.5
17031300600,609678,JONES HS,1276.0,49.3
17031300600,609693,WESTINGHOUSE HS,1005.0,27.1
17031300600,609694,HANCOCK HS,1078.0,30.1
17031300600,609680,PAYTON HS,1334.0,53.8
17031300600,609755,YOUNG HS,1297.0,40.4
17031300600,609720,LANE TECH HS,1256.0,62.0
17031300600,609726,BROOKS HS,1111.0,82.7
17031300600,609749,NORTHSIDE PREP HS,1303.0,69.8
17031300600,610391,LINDBLOM HS,1046.0,55.2
17031300600,609751,KING HS,939.0,66.3
17031300600,610547,SOUTH SHORE INTL HS,901.0,65.9
17031300700,609678,JONES HS,1276.0,50.0
17031300700,609693,WESTINGHOUSE HS,1005.0,27.0
17031300700,609694,HANCOCK HS,1078.0,32.3
17031300700,609680,PAYTON HS,1334.0,54.5
17031300700,609755,YOUNG HS,1297.0,41.1
17031300700,609720,LANE TECH HS,1256.0,61.9
17031300700,609749,NORTHSIDE PREP HS,1303.0,69.7
17031300700,609751,KING HS,939.0,66.0
17031300700,610391,LINDBLOM HS,1046.0,53.7
17031300700,609726,BROOKS HS,1111.0,84.1
17031300700,610547,SOUTH SHORE INTL HS,901.0,66.6
17031300800,609678,JONES HS,1276.0,47.6
17031300800,609693,WESTINGHOUSE HS,1005.0,25.2
17031300800,609694,HANCOCK HS,1078.0,37.4
17031300800,609680,PAYTON HS,1334.0,53.2
17031300800,609720,LANE TECH HS,1256.0,62.7
17031300800,609755,YOUNG HS,1297.0,37.9
17031300800,609749,NORTHSIDE PREP HS,1303.0,73.9
17031300800,609751,KING HS,939.0,63.0
17031300800,610391,LINDBLOM HS,1046.0,49.3
17031300800,609726,BROOKS HS,1111.0,82.2
17031300800,610547,SOUTH SHORE INTL HS,901.0,65.3
17031300900,609693,WESTINGHOUSE HS,1005.0,24.7
17031300900,609678,JONES HS,1276.0,48.2
17031300900,609694,HANCOCK HS,1078.0,39.1
17031300900,609680,PAYTON HS,1334.0,53.5
17031300900,609720,LANE TECH HS,1256.0,61.2
17031300900,609755,YOUNG HS,1297.0,37.4
17031300900,610391,LINDBLOM HS,1046.0,48.0
17031300900,609751,KING HS,939.0,61.6
17031300900,609749,NORTHSIDE PREP HS,1303.0,80.0
17031300900,609726,BROOKS HS,1111.0,80.8
17031300900,610547,SOUTH SHORE INTL HS,901.0,65.7
17031301100,609678,JONES HS,1276.0,46.8
17031301100,609693,WESTINGHOUSE HS,1005.0,31.6
17031301100,609694,HANCOCK HS,1078.0,39.5
17031301100,609680,PAYTON HS,1334.0,54.3
17031301100,609720,LANE TECH HS,1256.0,59.0
17031301100,609755,YOUNG HS,1297.0,38.2
17031301100,610391,LINDBLOM HS,1046.0,44.4
17031301100,609751,KING HS,939.0,60.6
17031301100,609749,NORTHSIDE PREP HS,1303.0,81.3
17031301100,609726,BROOKS HS,1111.0,81.6
17031301100,610547,SOUTH SHORE INTL HS,901.0,65.4
17031301200,609678,JONES HS,1276.0,43.4
17031301200,609693,WESTINGHOUSE HS,1005.0,33.0
17031301200,609694,HANCOCK HS,1078.0,39.2
17031301200,609680,PAYTON HS,1334.0,52.8
17031301200,609720,LANE TECH HS,1256.0,55.0
17031301200,609755,YOUNG HS,1297.0,37.6
17031301200,610391,LINDBLOM HS,1046.0,40.6
17031301200,609751,KING HS,939.0,55.7
17031301200,609749,NORTHSIDE PREP HS,1303.0,82.5
17031301200,609726,BROOKS HS,1111.0,75.5
17031301200,610547,SOUTH SHORE INTL HS,901.0,66.5
17031301600,609678,JONES HS,1276.0,49.9
17031301600,609693,WESTINGHOUSE HS,1005.0,31.8
17031301600,609694,HANCOCK HS,1078.0,32.5
17031301600,609680,PAYTON HS,1334.0,57.8
17031301600,609755,YOUNG HS,1297.0,44.9
17031301600,609751,KING HS,939.0,56.3
17031301600,609720,LANE TECH HS,1256.0,65.1
17031301600,610391,LINDBLOM HS,1046.0,49.9
17031301600,609749,NORTHSIDE PREP HS,1303.0,73.7
17031301600,609726,BROOKS HS,1111.0,75.7
17031301600,610547,SOUTH SHORE INTL HS,901.0,69.8
17031301701,609693,WESTINGHOUSE HS,1005.0,29.0
17031301701,609694,HANCOCK HS,1078.0,25.3
17031301701,609678,JONES HS,1276.0,50.0
17031301701,609680,PAYTON HS,1334.0,54.9
17031301701,609755,YOUNG HS,1297.0,40.9
17031301701,609720,LANE TECH HS,1256.0,62.4
17031301701,609751,KING HS,939.0,61.8
17031301701,609749,NORTHSIDE PREP HS,1303.0,71.8
17031301701,610391,LINDBLOM HS,1046.0,51.1
17031301701,609726,BROOKS HS,1111.0,81.2
17031301701,610547,SOUTH SHORE INTL HS,901.0,69.0
17031301702,609693,WESTINGHOUSE HS,1005.0,29.8
17031301702,609694,HANCOCK HS,1078.0,23.7
17031301702,609678,JONES HS,1276.0,49.3
17031301702,609680,PAYTON HS,1334.0,55.8
17031301702,609751,KING HS,939.0,56.5
17031301702,609720,LANE TECH HS,1256.0,63.3
17031301702,609755,YOUNG HS,1297.0,41.8
17031301702,609749,NORTHSIDE PREP HS,1303.0,72.7
17031301702,610391,LINDBLOM HS,1046.0,49.6
17031301702,609726,BROOKS HS,1111.0,75.9
17031301702,610547,SOUTH SHORE INTL HS,901.0,68.5
17031301801,609693,WESTINGHOUSE HS,1005.0,44.1
17031301801,609694,HANCOCK HS,1078.0,31.7
17031301801,609678,JONES HS,1276.0,60.7
17031301801,609680,PAYTON HS,1334.0,67.3
17031301801,609755,YOUNG HS,1297.0,52.0
17031301801,609726,BROOKS HS,1111.0,84.8
17031301801,609720,LANE TECH HS,1256.0,74.3
17031301801,609751,KING HS,939.0,65.9
17031301801,610391,LINDBLOM HS,1046.0,57.5
17031301801,609749,NORTHSIDE PREP HS,1303.0,86.7
17031301801,610547,SOUTH SHORE INTL HS,901.0,77.4
17031301802,609694,HANCOCK HS,1078.0,24.6
17031301802,609693,WESTINGHOUSE HS,1005.0,38.0
17031301802,609678,JONES HS,1276.0,54.5
17031301802,609680,PAYTON HS,1334.0,60.0
17031301802,609755,YOUNG HS,1297.0,48.2
17031301802,609720,LANE TECH HS,1256.0,70.1
17031301802,609726,BROOKS HS,1111.0,87.9
17031301802,609751,KING HS,939.0,69.0
17031301802,609749,NORTHSIDE PREP HS,1303.0,79.0
17031301802,610391,LINDBLOM HS,1046.0,50.5
17031301802,610547,SOUTH SHORE INTL HS,901.0,75.7
17031301803,609694,HANCOCK HS,1078.0,23.3
17031301803,609693,WESTINGHOUSE HS,1005.0,36.0
17031301803,609678,JONES HS,1276.0,54.4
17031301803,609755,YOUNG HS,1297.0,49.5
17031301803,609680,PAYTON HS,1334.0,62.0
17031301803,609751,KING HS,939.0,60.9
17031301803,609720,LANE TECH HS,1256.0,69.3
17031301803,609749,NORTHSIDE PREP HS,1303.0,77.9
17031301803,610391,LINDBLOM HS,1046.0,49.2
17031301803,609726,BROOKS HS,1111.0,80.3
17031301803,610547,SOUTH SHORE INTL HS,901.0,74.9
17031310200,609678,JONES HS,1276.0,27.8
17031310200,609680,PAYTON HS,1334.0,45.1
17031310200,609694,HANCOCK HS,1078.0,45.1
17031310200,609693,WESTINGHOUSE HS,1005.0,50.6
17031310200,609755,YOUNG HS,1297.0,32.7
17031310200,609751,KING HS,939.0,44.2
17031310200,609720,LANE TECH HS,1256.0,62.5
17031310200,610391,LINDBLOM HS,1046.0,49.8
17031310200,610547,SOUTH SHORE INTL HS,901.0,48.3
17031310200,609749,NORTHSIDE PREP HS,1303.0,77.9
17031310200,609726,BROOKS HS,1111.0,63.9
17031310300,609678,JONES HS,1276.0,26.8
17031310300,609680,PAYTON HS,1334.0,43.9
17031310300,609694,HANCOCK HS,1078.0,45.6
17031310300,609693,WESTINGHOUSE HS,1005.0,42.9
17031310300,609755,YOUNG HS,1297.0,33.2
17031310300,609720,LANE TECH HS,1256.0,61.4
17031310300,609751,KING HS,939.0,46.0
17031310300,610391,LINDBLOM HS,1046.0,48.8
17031310300,610547,SOUTH SHORE INTL HS,901.0,44.2
17031310300,609749,NORTHSIDE PREP HS,1303.0,77.7
17031310300,609726,BROOKS HS,1111.0,65.7
17031310400,609678,JONES HS,1276.0,28.6
17031310400,609680,PAYTON HS,1334.0,47.4
17031310400,609693,WESTINGHOUSE HS,1005.0,40.7
17031310400,609694,HANCOCK HS,1078.0,48.0
17031310400,609755,YOUNG HS,1297.0,27.6
17031310400,609720,LANE TECH HS,1256.0,57.6
17031310400,609751,KING HS,939.0,46.4
17031310400,610391,LINDBLOM HS,1046.0,53.2
17031310400,610547,SOUTH SHORE INTL HS,901.0,46.0
17031310400,609749,NORTHSIDE PREP HS,1303.0,80.6
17031310400,609726,BROOKS HS,1111.0,62.6
17031310500,609678,JONES HS,1276.0,30.4
17031310500,609680,PAYTON HS,1334.0,48.0
17031310500,609693,WESTINGHOUSE HS,1005.0,42.5
17031310500,609694,HANCOCK HS,1078.0,49.0
17031310500,609755,YOUNG HS,1297.0,29.2
17031310500,609720,LANE TECH HS,1256.0,59.9
17031310500,610391,LINDBLOM HS,1046.0,49.5
17031310500,609751,KING HS,939.0,47.0
17031310500,610547,SOUTH SHORE INTL HS,901.0,47.8
17031310500,609749,NORTHSIDE PREP HS,1303.0,84.5
17031310500,609726,BROOKS HS,1111.0,63.2
17031310600,609678,JONES HS,1276.0,29.7
17031310600,609680,PAYTON HS,1334.0,51.7
17031310600,609693,WESTINGHOUSE HS,1005.0,38.6
17031310600,609694,HANCOCK HS,1078.0,46.6
17031310600,609755,YOUNG HS,1297.0,24.8
17031310600,609720,LANE TECH HS,1256.0,56.0
17031310600,610391,LINDBLOM HS,1046.0,45.0
17031310600,609751,KING HS,939.0,50.0
17031310600,610547,SOUTH SHORE INTL HS,901.0,47.2
17031310600,609749,NORTHSIDE PREP HS,1303.0,82.7
17031310600,609726,BROOKS HS,1111.0,65.9
17031310700,609678,JONES HS,1276.0,32.2
17031310700,609680,PAYTON HS,1334.0,45.7
17031310700,609693,WESTINGHOUSE HS,1005.0,36.9
17031310700,609694,HANCOCK HS,1078.0,40.9
17031310700,609720,LANE TECH HS,1256.0,56.5
17031310700,609755,YOUNG HS,1297.0,18.8
17031310700,610391,LINDBLOM HS,1046.0,39.1
17031310700,609751,KING HS,939.0,53.5
17031310700,610547,SOUTH SHORE INTL HS,901.0,49.8
17031310700,609749,NORTHSIDE PREP HS,1303.0,76.8
17031310700,609726,BROOKS HS,1111.0,67.8
17031310800,609678,JONES HS,1276.0,32.7
17031310800,609680,PAYTON HS,1334.0,41.4
17031310800,609693,WESTINGHOUSE HS,1005.0,36.9
17031310800,609694,HANCOCK HS,1078.0,41.9
17031310800,609720,LANE TECH HS,1256.0,57.2
17031310800,609755,YOUNG HS,1297.0,20.8
17031310800,610391,LINDBLOM HS,1046.0,40.2
17031310800,609751,KING HS,939.0,49.5
17031310800,610547,SOUTH SHORE INTL HS,901.0,50.4
17031310800,609749,NORTHSIDE PREP HS,1303.0,76.2
17031310800,609726,BROOKS HS,1111.0,69.7
17031310900,609678,JONES HS,1276.0,35.9
17031310900,609680,PAYTON HS,1334.0,41.1
17031310900,609693,WESTINGHOUSE HS,1005.0,34.6
17031310900,609694,HANCOCK HS,1078.0,42.1
17031310900,609720,LANE TECH HS,1256.0,55.5
17031310900,609755,YOUNG HS,1297.0,25.3
17031310900,610391,LINDBLOM HS,1046.0,46.7
17031310900,609751,KING HS,939.0,53.9
17031310900,609749,NORTHSIDE PREP HS,1303.0,76.5
17031310900,610547,SOUTH SHORE INTL HS,901.0,53.6
17031310900,609726,BROOKS HS,1111.0,69.6
17031320101,609678,JONES HS,1276.0,20.0
17031320101,609680,PAYTON HS,1334.0,29.5
17031320101,609693,WESTINGHOUSE HS,1005.0,40.8
17031320101,609726,BROOKS HS,1111.0,61.8
17031320101,609720,LANE TECH HS,1256.0,51.7
17031320101,609694,HANCOCK HS,1078.0,48.5
17031320101,609755,YOUNG HS,1297.0,28.8
17031320101,609751,KING HS,939.0,44.9
17031320101,610547,SOUTH SHORE INTL HS,901.0,34.9
17031320101,609749,NORTHSIDE PREP HS,1303.0,62.8
17031320101,610391,LINDBLOM HS,1046.0,58.0
17031320102,609680,PAYTON HS,1334.0,24.8
17031320102,609678,JONES HS,1276.0,13.1
17031320102,609693,WESTINGHOUSE HS,1005.0,35.7
17031320102,609726,BROOKS HS,1111.0,56.0
17031320102,609694,HANCOCK HS,1078.0,43.4
17031320102,609755,YOUNG HS,1297.0,25.1
17031320102,609720,LANE TECH HS,1256.0,44.7
17031320102,609751,KING HS,939.0,38.3
17031320102,610547,SOUTH SHORE INTL HS,901.0,31.0
17031320102,609749,NORTHSIDE PREP HS,1303.0,53.2
17031320102,610391,LINDBLOM HS,1046.0,51.4
17031320400,609678,JONES HS,1276.0,10.9
17031320400,609680,PAYTON HS,1334.0,38.5
17031320400,609693,WESTINGHOUSE HS,1005.0,48.2
17031320400,609726,BROOKS HS,1111.0,62.8
17031320400,609751,KING HS,939.0,33.0
17031320400,609755,YOUNG HS,1297.0,37.3
17031320400,609720,LANE TECH HS,1256.0,59.2
17031320400,609694,HANCOCK HS,1078.0,53.4
17031320400,610547,SOUTH SHORE INTL HS,901.0,26.5
17031320400,610391,LINDBLOM HS,1046.0,58.9
17031320400,609749,NORTHSIDE PREP HS,1303.0,73.7
17031320600,609678,JONES HS,1276.0,13.2
17031320600,609680,PAYTON HS,1334.0,41.0
17031320600,609693,WESTINGHOUSE HS,1005.0,50.6
17031320600,609726,BROOKS HS,1111.0,62.7
17031320600,609694,HANCOCK HS,1078.0,48.8
17031320600,609751,KING HS,939.0,35.3
17031320600,609720,LANE TECH HS,1256.0,61.0
17031320600,609755,YOUNG HS,1297.0,40.9
17031320600,610547,SOUTH SHORE INTL HS,901.0,28.8
17031320600,610391,LINDBLOM HS,1046.0,57.7
17031320600,609749,NORTHSIDE PREP HS,1303.0,75.7
17031330101,609678,JONES HS,1276.0,19.5
17031330101,609680,PAYTON HS,1334.0,45.2
17031330101,609693,WESTINGHOUSE HS,1005.0,56.4
17031330101,609694,HANCOCK HS,1078.0,55.1
17031330101,609751,KING HS,939.0,44.2
17031330101,609720,LANE TECH HS,1256.0,68.2
17031330101,609755,YOUNG HS,1297.0,49.4
17031330101,610547,SOUTH SHORE INTL HS,901.0,39.3
17031330101,610391,LINDBLOM HS,1046.0,62.0
17031330101,609726,BROOKS HS,1111.0,67.9
17031330101,609749,NORTHSIDE PREP HS,1303.0,87.0
17031330102,609678,JONES HS,1276.0,11.6
17031330102,609680,PAYTON HS,1334.0,33.6
17031330102,609693,WESTINGHOUSE HS,1005.0,43.3
17031330102,609751,KING HS,939.0,29.6
17031330102,609694,HANCOCK HS,1078.0,41.5
17031330102,609755,YOUNG HS,1297.0,33.7
17031330102,609720,LANE TECH HS,1256.0,54.4
17031330102,610547,SOUTH SHORE INTL HS,901.0,29.2
17031330102,610391,LINDBLOM HS,1046.0,49.5
17031330102,609749,NORTHSIDE PREP HS,1303.0,73.7
17031330102,609726,BROOKS HS,1111.0,55.3
17031330103,609678,JONES HS,1276.0,16.6
17031330103,609680,PAYTON HS,1334.0,39.1
17031330103,609751,KING HS,939.0,27.9
17031330103,609693,WESTINGHOUSE HS,1005.0,49.2
17031330103,609694,HANCOCK HS,1078.0,48.5
17031330103,609755,YOUNG HS,1297.0,39.8
17031330103,609720,LANE TECH HS,1256.0,61.1
17031330103,610547,SOUTH SHORE INTL HS,901.0,35.0
17031330103,610391,LINDBLOM HS,1046.0,49.4
17031330103,609726,BROOKS HS,1111.0,59.4
17031330103,609749,NORTHSIDE PREP HS,1303.0,75.3
17031330200,609678,JONES HS,1276.0,29.8
17031330200,609680,PAYTON HS,1334.0,56.9
17031330200,609726,BROOKS HS,1111.0,71.6
17031330200,609751,KING HS,939.0,53.3
17031330200,609694,HANCOCK HS,1078.0,64.3
17031330200,609693,WESTINGHOUSE HS,1005.0,69.5
17031330200,609755,YOUNG HS,1297.0,54.6
17031330200,609720,LANE TECH HS,1256.0,72.0
17031330200,610391,LINDBLOM HS,1046.0,65.7
17031330200,610547,SOUTH SHORE INTL HS,901.0,57.2
17031330200,609749,NORTHSIDE PREP HS,1303.0,87.0
17031340300,609678,JONES HS,1276.0,24.4
17031340300,609680,PAYTON HS,1334.0,46.0
17031340300,609694,HANCOCK HS,1078.0,48.6
17031340300,609751,KING HS,939.0,33.5
17031340300,609693,WESTINGHOUSE HS,1005.0,65.8
17031340300,609755,YOUNG HS,1297.0,46.6
17031340300,610391,LINDBLOM HS,1046.0,45.4
17031340300,609720,LANE TECH HS,1256.0,68.6
17031340300,609726,BROOKS HS,1111.0,55.2
17031340300,610547,SOUTH SHORE INTL HS,901.0,52.8
17031340300,609749,NORTHSIDE PREP HS,1303.0,85.8
17031340400,609678,JONES HS,1276.0,21.7
17031340400,609680,PAYTON HS,1334.0,41.7
17031340400,609693,WESTINGHOUSE HS,1005.0,60.9
17031340400,609694,HANCOCK HS,1078.0,53.3
17031340400,609751,KING HS,939.0,28.2
17031340400,609755,YOUNG HS,1297.0,44.8
17031340400,610391,LINDBLOM HS,1046.0,40.1
17031340400,609726,BROOKS HS,1111.0,49.9
17031340400,609720,LANE TECH HS,1256.0,63.1
17031340400,610547,SOUTH SHORE INTL HS,901.0,52.1
17031340400,609749,NORTHSIDE PREP HS,1303.0,80.5
17031340500,609678,JONES HS,1276.0,21.9
17031340500,609680,PAYTON HS,1334.0,38.8
17031340500,609751,KING HS,939.0,27.9
17031340500,609693,WESTINGHOUSE HS,1005.0,55.4
17031340500,609694,HANCOCK HS,1078.0,52.0
17031340500,609755,YOUNG HS,1297.0,45.0
17031340500,610391,LINDBLOM HS,1046.0,43.1
17031340500,609720,LANE TECH HS,1256.0,58.4
17031340500,609726,BROOKS HS,1111.0,47.0
17031340500,610547,SOUTH SHORE INTL HS,901.0,47.5
17031340500,609749,NORTHSIDE PREP HS,1303.0,79.3
17031340600,609678,JONES HS,1276.0,21.9
17031340600,609680,PAYTON HS,1334.0,38.9
17031340600,609751,KING HS,939.0,25.1
17031340600,609694,HANCOCK HS,1078.0,49.3
17031340600,609693,WESTINGHOUSE HS,1005.0,59.8
17031340600,609726,BROOKS HS,1111.0,47.1
17031340600,610391,LINDBLOM HS,1046.0,37.0
17031340600,609755,YOUNG HS,1297.0,47.6
17031340600,609720,LANE TECH HS,1256.0,58.5
17031340600,610547,SOUTH SHORE INTL HS,901.0,47.5
17031340600,609749,NORTHSIDE PREP HS,1303.0,79.4
17031350100,609678,JONES HS,1276.0,38.9
17031350100,609680,PAYTON HS,1334.0,61.0
17031350100,609751,KING HS,939.0,34.1
17031350100,609693,WESTINGHOUSE HS,1005.0,70.7
17031350100,609694,HANCOCK HS,1078.0,72.2
17031350100,609755,YOUNG HS,1297.0,62.6
17031350100,609726,BROOKS HS,1111.0,65.7
17031350100,610391,LINDBLOM HS,1046.0,63.2
17031350100,609720,LANE TECH HS,1256.0,81.6
17031350100,610547,SOUTH SHORE INTL HS,901.0,56.0
17031350100,609749,NORTHSIDE PREP HS,1303.0,97.0
17031350400,609678,JONES HS,1276.0,20.3
17031350400,609680,PAYTON HS,1334.0,45.2
17031350400,609751,KING HS,939.0,26.4
17031350400,609693,WESTINGHOUSE HS,1005.0,57.6
17031350400,609755,YOUNG HS,1297.0,51.0
17031350400,609694,HANCOCK HS,1078.0,53.7
17031350400,609726,BROOKS HS,1111.0,59.5
17031350400,610391,LINDBLOM HS,1046.0,48.0
17031350400,609720,LANE TECH HS,1256.0,66.8
17031350400,610547,SOUTH SHORE INTL HS,901.0,47.3
17031350400,609749,NORTHSIDE PREP HS,1303.0,85.8
17031351000,609678,JONES HS,1276.0,41.1
17031351000,609680,PAYTON HS,1334.0,60.9
17031351000,609751,KING HS,939.0,33.1
17031351000,609693,WESTINGHOUSE HS,1005.0,74.4
17031351000,609694,HANCOCK HS,1078.0,74.9
17031351000,609726,BROOKS HS,1111.0,68.0
17031351000,609755,YOUNG HS,1297.0,68.3
17031351000,610391,LINDBLOM HS,1046.0,65.6
17031351000,609720,LANE TECH HS,1256.0,84.0
17031351000,610547,SOUTH SHORE INTL HS,901.0,58.2
17031351000,609749,NORTHSIDE PREP HS,1303.0,103.2
17031351100,609678,JONES HS,1276.0,30.5
17031351100,609680,PAYTON HS,1334.0,48.2
17031351100,609751,KING HS,939.0,17.1
17031351100,609693,WESTINGHOUSE HS,1005.0,61.3
17031351100,609694,HANCOCK HS,1078.0,59.6
17031351100,609726,BROOKS HS,1111.0,57.9
17031351100,609755,YOUNG HS,1297.0,55.0
