geoid,school_id,school,sat_g11,drive_min,drive_mi
17031150502,610547,SOUTH SHORE INTL HS,901.0,33.9,21.32
17031150600,609678,JONES HS,1276.0,20.7,11.05
17031150600,609680,PAYTON HS,1334.0,17.4,9.22
17031150600,609693,WESTINGHOUSE HS,1005.0,14.6,6.57
17031150600,609694,HANCOCK HS,1078.0,26.5,12.81
17031150600,609720,LANE TECH HS,1256.0,10.7,4.41
17031150600,609726,BROOKS HS,1111.0,37.3,23.61
17031150600,609749,NORTHSIDE PREP HS,1303.0,11.9,5.71
17031150600,609751,KING HS,939.0,27.6,15.99
17031150600,609755,YOUNG HS,1297.0,18.2,9.73
17031150600,610391,LINDBLOM HS,1046.0,31.8,19.25
17031150600,610547,SOUTH SHORE INTL HS,901.0,34.3,20.9
17031150700,609678,JONES HS,1276.0,18.7,10.3
17031150700,609680,PAYTON HS,1334.0,15.4,8.47
17031150700,609693,WESTINGHOUSE HS,1005.0,14.1,6.38
17031150700,609694,HANCOCK HS,1078.0,26.1,12.61
17031150700,609720,LANE TECH HS,1256.0,8.9,4.1
17031150700,609726,BROOKS HS,1111.0,35.2,22.85
17031150700,609749,NORTHSIDE PREP HS,1303.0,10.2,4.93
17031150700,609751,KING HS,939.0,25.6,15.23
17031150700,609755,YOUNG HS,1297.0,16.2,8.97
17031150700,610391,LINDBLOM HS,1046.0,29.8,18.49
17031150700,610547,SOUTH SHORE INTL HS,901.0,32.3,20.14
17031150800,609678,JONES HS,1276.0,18.2,9.59
17031150800,609680,PAYTON HS,1334.0,14.9,7.76
17031150800,609693,WESTINGHOUSE HS,1005.0,12.8,5.87
17031150800,609694,HANCOCK HS,1078.0,24.8,12.11
17031150800,609720,LANE TECH HS,1256.0,8.1,3.4
17031150800,609726,BROOKS HS,1111.0,34.7,22.15
17031150800,609749,NORTHSIDE PREP HS,1303.0,9.8,4.68
17031150800,609751,KING HS,939.0,25.1,14.52
17031150800,609755,YOUNG HS,1297.0,15.7,8.27
17031150800,610391,LINDBLOM HS,1046.0,29.3,17.79
17031150800,610547,SOUTH SHORE INTL HS,901.0,31.8,19.43
17031151001,609678,JONES HS,1276.0,18.1,9.6
17031151001,609680,PAYTON HS,1334.0,14.8,7.77
17031151001,609693,WESTINGHOUSE HS,1005.0,12.5,5.72
17031151001,609694,HANCOCK HS,1078.0,24.5,11.96
17031151001,609720,LANE TECH HS,1256.0,8.6,3.52
17031151001,609726,BROOKS HS,1111.0,34.6,22.15
17031151001,609749,NORTHSIDE PREP HS,1303.0,10.8,5.06
17031151001,609751,KING HS,939.0,25.0,14.53
17031151001,609755,YOUNG HS,1297.0,15.5,8.27
17031151001,610391,LINDBLOM HS,1046.0,29.1,17.79
17031151001,610547,SOUTH SHORE INTL HS,901.0,31.7,19.44
17031151002,609678,JONES HS,1276.0,17.1,9.23
17031151002,609680,PAYTON HS,1334.0,13.8,7.4
17031151002,609693,WESTINGHOUSE HS,1005.0,11.5,5.35
17031151002,609694,HANCOCK HS,1078.0,23.5,11.59
17031151002,609720,LANE TECH HS,1256.0,7.2,3.15
17031151002,609726,BROOKS HS,1111.0,33.6,21.78
17031151002,609749,NORTHSIDE PREP HS,1303.0,9.3,4.69
17031151002,609751,KING HS,939.0,24.0,14.16
17031151002,609755,YOUNG HS,1297.0,14.6,7.9
17031151002,610391,LINDBLOM HS,1046.0,28.2,17.42
17031151002,610547,SOUTH SHORE INTL HS,901.0,30.7,19.07
17031151100,609678,JONES HS,1276.0,18.8,9.98
17031151100,609680,PAYTON HS,1334.0,15.5,8.15
17031151100,609693,WESTINGHOUSE HS,1005.0,13.2,6.1
17031151100,609694,HANCOCK HS,1078.0,25.2,12.34
17031151100,609720,LANE TECH HS,1256.0,9.4,3.9
17031151100,609726,BROOKS HS,1111.0,35.3,22.53
17031151100,609749,NORTHSIDE PREP HS,1303.0,11.6,5.43
17031151100,609751,KING HS,939.0,25.7,14.91
17031151100,609755,YOUNG HS,1297.0,16.3,8.65
17031151100,610391,LINDBLOM HS,1046.0,29.9,18.17
17031151100,610547,SOUTH SHORE INTL HS,901.0,32.4,19.82
17031151200,609678,JONES HS,1276.0,19.7,10.48
17031151200,609680,PAYTON HS,1334.0,16.4,8.65
17031151200,609693,WESTINGHOUSE HS,1005.0,13.4,6.07
17031151200,609694,HANCOCK HS,1078.0,25.3,12.3
17031151200,609720,LANE TECH HS,1256.0,10.5,4.41
17031151200,609726,BROOKS HS,1111.0,36.3,23.03
17031151200,609749,NORTHSIDE PREP HS,1303.0,12.0,5.96
17031151200,609751,KING HS,939.0,26.6,15.41
17031151200,609755,YOUNG HS,1297.0,17.2,9.15
17031151200,610391,LINDBLOM HS,1046.0,30.8,18.68
17031151200,610547,SOUTH SHORE INTL HS,901.0,33.3,20.32
17031160100,609678,JONES HS,1276.0,16.7,9.84
17031160100,609680,PAYTON HS,1334.0,13.4,8.01
17031160100,609693,WESTINGHOUSE HS,1005.0,13.9,6.46
17031160100,609694,HANCOCK HS,1078.0,25.9,12.69
17031160100,609720,LANE TECH HS,1256.0,7.0,3.63
17031160100,609726,BROOKS HS,1111.0,33.2,22.39
17031160100,609749,NORTHSIDE PREP HS,1303.0,6.4,2.92
17031160100,609751,KING HS,939.0,23.6,14.77
17031160100,609755,YOUNG HS,1297.0,14.2,8.51
17031160100,610391,LINDBLOM HS,1046.0,27.8,18.04
17031160100,610547,SOUTH SHORE INTL HS,901.0,30.3,19.68
17031160200,609678,JONES HS,1276.0,16.0,9.17
17031160200,609680,PAYTON HS,1334.0,12.7,7.34
17031160200,609693,WESTINGHOUSE HS,1005.0,12.6,5.86
17031160200,609694,HANCOCK HS,1078.0,24.6,12.09
17031160200,609720,LANE TECH HS,1256.0,6.1,2.97
17031160200,609726,BROOKS HS,1111.0,32.5,21.73
17031160200,609749,NORTHSIDE PREP HS,1303.0,6.3,3.09
17031160200,609751,KING HS,939.0,22.9,14.11
17031160200,609755,YOUNG HS,1297.0,13.5,7.85
17031160200,610391,LINDBLOM HS,1046.0,27.0,17.37
17031160200,610547,SOUTH SHORE INTL HS,901.0,29.6,19.02
17031160300,609678,JONES HS,1276.0,15.8,8.83
17031160300,609680,PAYTON HS,1334.0,12.5,7.0
17031160300,609693,WESTINGHOUSE HS,1005.0,12.2,5.5
17031160300,609694,HANCOCK HS,1078.0,24.2,11.74
17031160300,609720,LANE TECH HS,1256.0,5.8,2.5
17031160300,609726,BROOKS HS,1111.0,32.3,21.39
17031160300,609749,NORTHSIDE PREP HS,1303.0,6.2,2.82
17031160300,609751,KING HS,939.0,22.7,13.76
17031160300,609755,YOUNG HS,1297.0,13.3,7.51
17031160300,610391,LINDBLOM HS,1046.0,26.9,17.03
17031160300,610547,SOUTH SHORE INTL HS,901.0,29.4,18.67
17031160400,609678,JONES HS,1276.0,15.9,8.88
17031160400,609680,PAYTON HS,1334.0,12.6,7.05
17031160400,609693,WESTINGHOUSE HS,1005.0,12.2,5.59
17031160400,609694,HANCOCK HS,1078.0,24.2,11.82
17031160400,609720,LANE TECH HS,1256.0,4.6,2.07
17031160400,609726,BROOKS HS,1111.0,32.4,21.44
17031160400,609749,NORTHSIDE PREP HS,1303.0,5.5,2.4
17031160400,609751,KING HS,939.0,22.8,13.82
17031160400,609755,YOUNG HS,1297.0,13.4,7.56
17031160400,610391,LINDBLOM HS,1046.0,27.0,17.08
17031160400,610547,SOUTH SHORE INTL HS,901.0,29.5,18.73
17031160501,609678,JONES HS,1276.0,16.4,8.51
17031160501,609680,PAYTON HS,1334.0,13.1,6.68
17031160501,609693,WESTINGHOUSE HS,1005.0,13.4,6.2
17031160501,609694,HANCOCK HS,1078.0,25.4,12.44
17031160501,609720,LANE TECH HS,1256.0,4.7,2.01
17031160501,609726,BROOKS HS,1111.0,33.0,21.06
17031160501,609749,NORTHSIDE PREP HS,1303.0,4.0,1.78
17031160501,609751,KING HS,939.0,23.4,13.44
17031160501,609755,YOUNG HS,1297.0,13.9,7.18
17031160501,610391,LINDBLOM HS,1046.0,27.5,16.7
17031160501,610547,SOUTH SHORE INTL HS,901.0,30.0,18.35
17031160502,609678,JONES HS,1276.0,15.7,8.24
17031160502,609680,PAYTON HS,1334.0,12.4,6.41
17031160502,609693,WESTINGHOUSE HS,1005.0,12.5,5.95
17031160502,609694,HANCOCK HS,1078.0,24.4,12.19
17031160502,609720,LANE TECH HS,1256.0,3.9,1.74
17031160502,609726,BROOKS HS,1111.0,32.2,20.8
17031160502,609749,NORTHSIDE PREP HS,1303.0,4.6,2.03
17031160502,609751,KING HS,939.0,22.6,13.18
17031160502,609755,YOUNG HS,1297.0,13.1,6.92
17031160502,610391,LINDBLOM HS,1046.0,26.7,16.44
17031160502,610547,SOUTH SHORE INTL HS,901.0,29.3,18.09
17031160601,609678,JONES HS,1276.0,16.8,8.28
17031160601,609680,PAYTON HS,1334.0,13.3,6.35
17031160601,609693,WESTINGHOUSE HS,1005.0,13.7,5.65
17031160601,609694,HANCOCK HS,1078.0,27.0,13.2
17031160601,609720,LANE TECH HS,1256.0,4.2,1.49
17031160601,609726,BROOKS HS,1111.0,33.3,20.84
17031160601,609749,NORTHSIDE PREP HS,1303.0,4.6,1.89
17031160601,609751,KING HS,939.0,23.7,13.21
17031160601,609755,YOUNG HS,1297.0,14.2,6.95
17031160601,610391,LINDBLOM HS,1046.0,27.8,16.48
17031160601,610547,SOUTH SHORE INTL HS,901.0,30.4,18.12
17031160602,609678,JONES HS,1276.0,16.0,7.93
17031160602,609680,PAYTON HS,1334.0,12.6,6.01
17031160602,609693,WESTINGHOUSE HS,1005.0,13.0,5.31
17031160602,609694,HANCOCK HS,1078.0,26.4,13.11
17031160602,609720,LANE TECH HS,1256.0,3.4,1.15
17031160602,609726,BROOKS HS,1111.0,32.6,20.49
17031160602,609749,NORTHSIDE PREP HS,1303.0,5.6,2.11
17031160602,609751,KING HS,939.0,22.9,12.87
17031160602,609755,YOUNG HS,1297.0,13.5,6.61
17031160602,610391,LINDBLOM HS,1046.0,27.1,16.13
17031160602,610547,SOUTH SHORE INTL HS,901.0,29.6,17.78
17031160700,609678,JONES HS,1276.0,15.6,7.78
17031160700,609680,PAYTON HS,1334.0,12.3,5.95
17031160700,609693,WESTINGHOUSE HS,1005.0,12.5,5.15
17031160700,609694,HANCOCK HS,1078.0,25.7,12.83
17031160700,609720,LANE TECH HS,1256.0,2.9,0.99
17031160700,609726,BROOKS HS,1111.0,32.1,20.34
17031160700,609749,NORTHSIDE PREP HS,1303.0,4.9,2.39
17031160700,609751,KING HS,939.0,22.5,12.71
17031160700,609755,YOUNG HS,1297.0,13.0,6.46
17031160700,610391,LINDBLOM HS,1046.0,26.6,15.98
17031160700,610547,SOUTH SHORE INTL HS,901.0,29.2,17.62
17031160800,609678,JONES HS,1276.0,14.7,7.82
17031160800,609680,PAYTON HS,1334.0,11.4,5.99
17031160800,609693,WESTINGHOUSE HS,1005.0,11.7,5.19
17031160800,609694,HANCOCK HS,1078.0,24.4,12.17
17031160800,609720,LANE TECH HS,1256.0,3.0,1.35
17031160800,609726,BROOKS HS,1111.0,31.2,20.37
17031160800,609749,NORTHSIDE PREP HS,1303.0,5.5,2.52
17031160800,609751,KING HS,939.0,21.6,12.75
17031160800,609755,YOUNG HS,1297.0,12.1,6.49
17031160800,610391,LINDBLOM HS,1046.0,25.7,16.01
17031160800,610547,SOUTH SHORE INTL HS,901.0,28.3,17.66
17031160900,609678,JONES HS,1276.0,15.9,8.88
17031160900,609680,PAYTON HS,1334.0,12.6,7.06
17031160900,609693,WESTINGHOUSE HS,1005.0,12.2,5.59
17031160900,609694,HANCOCK HS,1078.0,24.2,11.82
17031160900,609720,LANE TECH HS,1256.0,4.7,2.07
17031160900,609726,BROOKS HS,1111.0,32.4,21.44
17031160900,609749,NORTHSIDE PREP HS,1303.0,6.0,2.9
17031160900,609751,KING HS,939.0,22.8,13.82
17031160900,609755,YOUNG HS,1297.0,13.4,7.56
17031160900,610391,LINDBLOM HS,1046.0,27.0,17.08
17031160900,610547,SOUTH SHORE INTL HS,901.0,29.5,18.73
17031161000,609678,JONES HS,1276.0,15.4,8.56
17031161000,609680,PAYTON HS,1334.0,12.1,6.74
17031161000,609693,WESTINGHOUSE HS,1005.0,11.2,5.0
17031161000,609694,HANCOCK HS,1078.0,23.1,11.23
17031161000,609720,LANE TECH HS,1256.0,5.6,2.66
17031161000,609726,BROOKS HS,1111.0,31.9,21.12
17031161000,609749,NORTHSIDE PREP HS,1303.0,6.9,3.49
17031161000,609751,KING HS,939.0,22.3,13.5
17031161000,609755,YOUNG HS,1297.0,12.8,7.24
17031161000,610391,LINDBLOM HS,1046.0,26.4,16.76
17031161000,610547,SOUTH SHORE INTL HS,901.0,29.0,18.41
17031161100,609678,JONES HS,1276.0,16.4,9.2
17031161100,609680,PAYTON HS,1334.0,13.1,7.38
17031161100,609693,WESTINGHOUSE HS,1005.0,11.7,5.26
17031161100,609694,HANCOCK HS,1078.0,23.7,11.49
17031161100,609720,LANE TECH HS,1256.0,6.6,3.01
17031161100,609726,BROOKS HS,1111.0,33.0,21.76
17031161100,609749,NORTHSIDE PREP HS,1303.0,8.0,3.84
17031161100,609751,KING HS,939.0,23.4,14.14
17031161100,609755,YOUNG HS,1297.0,13.9,7.88
17031161100,610391,LINDBLOM HS,1046.0,27.5,17.4
17031161100,610547,SOUTH SHORE INTL HS,901.0,30.0,19.05
17031161200,609678,JONES HS,1276.0,16.5,8.78
17031161200,609680,PAYTON HS,1334.0,13.2,6.95
17031161200,609693,WESTINGHOUSE HS,1005.0,10.9,4.91
17031161200,609694,HANCOCK HS,1078.0,22.9,11.14
17031161200,609720,LANE TECH HS,1256.0,6.9,2.71
17031161200,609726,BROOKS HS,1111.0,33.0,21.34
17031161200,609749,NORTHSIDE PREP HS,1303.0,9.3,4.24
17031161200,609751,KING HS,939.0,23.4,13.72
17031161200,609755,YOUNG HS,1297.0,13.9,7.46
17031161200,610391,LINDBLOM HS,1046.0,27.5,16.98
17031161200,610547,SOUTH SHORE INTL HS,901.0,30.1,18.63
17031161300,609678,JONES HS,1276.0,15.2,8.35
17031161300,609680,PAYTON HS,1334.0,11.9,6.52
17031161300,609693,WESTINGHOUSE HS,1005.0,9.5,4.48
17031161300,609694,HANCOCK HS,1078.0,21.5,10.71
17031161300,609720,LANE TECH HS,1256.0,5.5,2.49
17031161300,609726,BROOKS HS,1111.0,31.7,20.91
17031161300,609749,NORTHSIDE PREP HS,1303.0,7.8,4.03
17031161300,609751,KING HS,939.0,22.1,13.28
17031161300,609755,YOUNG HS,1297.0,12.7,7.03
17031161300,610391,LINDBLOM HS,1046.0,26.3,16.55
17031161300,610547,SOUTH SHORE INTL HS,901.0,28.8,18.19
17031170100,609678,JONES HS,1276.0,23.0,12.22
17031170100,609680,PAYTON HS,1334.0,19.7,10.39
17031170100,609693,WESTINGHOUSE HS,1005.0,19.4,8.34
17031170100,609694,HANCOCK HS,1078.0,31.4,14.58
17031170100,609720,LANE TECH HS,1256.0,13.3,6.01
17031170100,609726,BROOKS HS,1111.0,39.5,24.78
17031170100,609749,NORTHSIDE PREP HS,1303.0,13.8,6.19
17031170100,609751,KING HS,939.0,29.9,17.15
17031170100,609755,YOUNG HS,1297.0,20.5,10.9
17031170100,610391,LINDBLOM HS,1046.0,34.1,20.42
17031170100,610547,SOUTH SHORE INTL HS,901.0,36.6,22.06
17031170200,609678,JONES HS,1276.0,21.3,11.3
17031170200,609680,PAYTON HS,1334.0,18.0,9.48
17031170200,609693,WESTINGHOUSE HS,1005.0,15.8,7.08
17031170200,609694,HANCOCK HS,1078.0,27.8,13.31
17031170200,609720,LANE TECH HS,1256.0,11.5,5.11
17031170200,609726,BROOKS HS,1111.0,37.9,23.86
17031170200,609749,NORTHSIDE PREP HS,1303.0,12.6,5.96
17031170200,609751,KING HS,939.0,28.2,16.24
17031170200,609755,YOUNG HS,1297.0,18.8,9.98
17031170200,610391,LINDBLOM HS,1046.0,32.4,19.5
17031170200,610547,SOUTH SHORE INTL HS,901.0,34.9,21.15
17031170300,609678,JONES HS,1276.0,23.2,12.27
17031170300,609680,PAYTON HS,1334.0,19.9,10.45
17031170300,609693,WESTINGHOUSE HS,1005.0,16.4,7.56
17031170300,609694,HANCOCK HS,1078.0,28.4,13.8
17031170300,609720,LANE TECH HS,1256.0,13.4,5.9
17031170300,609726,BROOKS HS,1111.0,39.7,24.83
17031170300,609749,NORTHSIDE PREP HS,1303.0,14.1,6.75
17031170300,609751,KING HS,939.0,30.1,17.21
17031170300,609755,YOUNG HS,1297.0,20.7,10.95
17031170300,610391,LINDBLOM HS,1046.0,34.2,20.47
17031170300,610547,SOUTH SHORE INTL HS,901.0,36.8,22.12
17031170400,609678,JONES HS,1276.0,24.8,13.24
17031170400,609680,PAYTON HS,1334.0,21.4,11.41
17031170400,609693,WESTINGHOUSE HS,1005.0,18.7,8.39
17031170400,609694,HANCOCK HS,1078.0,30.6,14.62
17031170400,609720,LANE TECH HS,1256.0,15.0,7.03
17031170400,609726,BROOKS HS,1111.0,41.3,25.8
17031170400,609749,NORTHSIDE PREP HS,1303.0,15.5,7.21
17031170400,609751,KING HS,939.0,31.7,18.17
17031170400,609755,YOUNG HS,1297.0,22.2,11.92
17031170400,610391,LINDBLOM HS,1046.0,35.8,21.44
17031170400,610547,SOUTH SHORE INTL HS,901.0,38.3,23.08
17031170500,609678,JONES HS,1276.0,26.6,13.94
17031170500,609680,PAYTON HS,1334.0,23.3,12.12
17031170500,609693,WESTINGHOUSE HS,1005.0,20.9,9.81
17031170500,609694,HANCOCK HS,1078.0,32.5,17.09
17031170500,609720,LANE TECH HS,1256.0,16.8,7.73
17031170500,609726,BROOKS HS,1111.0,43.1,26.5
17031170500,609749,NORTHSIDE PREP HS,1303.0,17.4,7.91
17031170500,609751,KING HS,939.0,33.5,18.88
17031170500,609755,YOUNG HS,1297.0,24.1,12.62
17031170500,610391,LINDBLOM HS,1046.0,37.6,22.14
17031170500,610547,SOUTH SHORE INTL HS,901.0,40.2,23.79
17031170600,609678,JONES HS,1276.0,25.7,13.53
17031170600,609680,PAYTON HS,1334.0,22.4,11.7
17031170600,609693,WESTINGHOUSE HS,1005.0,18.8,9.11
17031170600,609694,HANCOCK HS,1078.0,30.4,16.4
17031170600,609720,LANE TECH HS,1256.0,16.6,7.96
17031170600,609726,BROOKS HS,1111.0,42.2,26.09
17031170600,609749,NORTHSIDE PREP HS,1303.0,17.3,8.24
17031170600,609751,KING HS,939.0,32.6,18.47
17031170600,609755,YOUNG HS,1297.0,23.1,12.21
17031170600,610391,LINDBLOM HS,1046.0,36.7,21.73
17031170600,610547,SOUTH SHORE INTL HS,901.0,39.3,23.38
17031170700,609678,JONES HS,1276.0,24.8,13.09
17031170700,609680,PAYTON HS,1334.0,21.5,11.26
17031170700,609693,WESTINGHOUSE HS,1005.0,18.2,8.38
17031170700,609694,HANCOCK HS,1078.0,30.1,14.61
17031170700,609720,LANE TECH HS,1256.0,15.8,7.52
17031170700,609726,BROOKS HS,1111.0,41.3,25.65
17031170700,609749,NORTHSIDE PREP HS,1303.0,17.7,8.13
17031170700,609751,KING HS,939.0,31.7,18.02
17031170700,609755,YOUNG HS,1297.0,22.3,11.77
17031170700,610391,LINDBLOM HS,1046.0,35.9,21.29
17031170700,610547,SOUTH SHORE INTL HS,901.0,38.4,22.94
17031170800,609678,JONES HS,1276.0,23.7,12.57
17031170800,609680,PAYTON HS,1334.0,20.4,10.74
17031170800,609693,WESTINGHOUSE HS,1005.0,17.0,7.86
17031170800,609694,HANCOCK HS,1078.0,29.0,14.09
17031170800,609720,LANE TECH HS,1256.0,14.6,7.0
17031170800,609726,BROOKS HS,1111.0,40.2,25.12
17031170800,609749,NORTHSIDE PREP HS,1303.0,16.9,8.53
17031170800,609751,KING HS,939.0,30.6,17.5
17031170800,609755,YOUNG HS,1297.0,21.1,11.24
17031170800,610391,LINDBLOM HS,1046.0,34.7,20.77
17031170800,610547,SOUTH SHORE INTL HS,901.0,37.3,22.41
17031170900,609678,JONES HS,1276.0,24.3,12.67
17031170900,609680,PAYTON HS,1334.0,21.0,10.84
17031170900,609693,WESTINGHOUSE HS,1005.0,16.3,7.38
17031170900,609694,HANCOCK HS,1078.0,28.3,13.62
17031170900,609720,LANE TECH HS,1256.0,15.2,7.1
17031170900,609726,BROOKS HS,1111.0,40.8,25.23
17031170900,609749,NORTHSIDE PREP HS,1303.0,17.5,8.63
17031170900,609751,KING HS,939.0,31.2,17.6
17031170900,609755,YOUNG HS,1297.0,21.7,11.35
17031170900,610391,LINDBLOM HS,1046.0,34.6,16.86
17031170900,610547,SOUTH SHORE INTL HS,901.0,37.9,22.51
17031171000,609678,JONES HS,1276.0,21.9,11.77
17031171000,609680,PAYTON HS,1334.0,18.6,9.94
17031171000,609693,WESTINGHOUSE HS,1005.0,15.1,7.06
17031171000,609694,HANCOCK HS,1078.0,27.1,13.29
17031171000,609720,LANE TECH HS,1256.0,12.8,6.2
17031171000,609726,BROOKS HS,1111.0,38.4,24.32
17031171000,609749,NORTHSIDE PREP HS,1303.0,15.1,7.73
17031171000,609751,KING HS,939.0,28.8,16.7
17031171000,609755,YOUNG HS,1297.0,19.4,10.44
17031171000,610391,LINDBLOM HS,1046.0,32.9,19.97
17031171000,610547,SOUTH SHORE INTL HS,901.0,35.5,21.61
17031171100,609678,JONES HS,1276.0,20.7,10.98
17031171100,609680,PAYTON HS,1334.0,17.4,9.16
17031171100,609693,WESTINGHOUSE HS,1005.0,14.4,6.58
17031171100,609694,HANCOCK HS,1078.0,26.4,12.81
17031171100,609720,LANE TECH HS,1256.0,11.6,5.41
17031171100,609726,BROOKS HS,1111.0,37.2,23.54
17031171100,609749,NORTHSIDE PREP HS,1303.0,13.6,6.46
17031171100,609751,KING HS,939.0,27.6,15.92
17031171100,609755,YOUNG HS,1297.0,18.2,9.66
17031171100,610391,LINDBLOM HS,1046.0,31.7,19.18
17031171100,610547,SOUTH SHORE INTL HS,901.0,34.3,20.83
17031180100,609678,JONES HS,1276.0,22.3,11.89
17031180100,609680,PAYTON HS,1334.0,19.0,10.06
17031180100,609693,WESTINGHOUSE HS,1005.0,14.3,6.68
17031180100,609694,HANCOCK HS,1078.0,26.2,12.91
17031180100,609720,LANE TECH HS,1256.0,13.3,6.32
17031180100,609726,BROOKS HS,1111.0,38.9,24.45
17031180100,609749,NORTHSIDE PREP HS,1303.0,15.6,7.85
17031180100,609751,KING HS,939.0,29.3,16.82
17031180100,609755,YOUNG HS,1297.0,19.8,10.57
17031180100,610391,LINDBLOM HS,1046.0,32.5,16.16
17031180100,610547,SOUTH SHORE INTL HS,901.0,35.9,21.73
17031190100,609678,JONES HS,1276.0,17.4,9.34
17031190100,609680,PAYTON HS,1334.0,14.1,7.51
17031190100,609693,WESTINGHOUSE HS,1005.0,11.2,4.71
17031190100,609694,HANCOCK HS,1078.0,23.2,10.94
17031190100,609720,LANE TECH HS,1256.0,8.4,3.77
17031190100,609726,BROOKS HS,1111.0,34.0,21.9
17031190100,609749,NORTHSIDE PREP HS,1303.0,10.7,5.3
17031190100,609751,KING HS,939.0,24.4,14.27
17031190100,609755,YOUNG HS,1297.0,14.9,8.02
17031190100,610391,LINDBLOM HS,1046.0,28.5,17.54
17031190100,610547,SOUTH SHORE INTL HS,901.0,31.0,19.19
17031190200,609678,JONES HS,1276.0,17.8,9.47
17031190200,609680,PAYTON HS,1334.0,14.5,7.64
17031190200,609693,WESTINGHOUSE HS,1005.0,11.7,4.83
17031190200,609694,HANCOCK HS,1078.0,23.7,11.07
17031190200,609720,LANE TECH HS,1256.0,8.7,3.9
17031190200,609726,BROOKS HS,1111.0,34.3,22.03
17031190200,609749,NORTHSIDE PREP HS,1303.0,11.0,5.43
17031190200,609751,KING HS,939.0,24.7,14.4
17031190200,609755,YOUNG HS,1297.0,15.2,8.15
17031190200,610391,LINDBLOM HS,1046.0,28.8,17.67
17031190200,610547,SOUTH SHORE INTL HS,901.0,31.4,19.31
17031190300,609678,JONES HS,1276.0,19.5,10.23
17031190300,609680,PAYTON HS,1334.0,16.1,8.4
17031190300,609693,WESTINGHOUSE HS,1005.0,12.5,5.57
17031190300,609694,HANCOCK HS,1078.0,24.4,11.8
17031190300,609720,LANE TECH HS,1256.0,10.4,4.66
17031190300,609726,BROOKS HS,1111.0,36.0,22.78
17031190300,609749,NORTHSIDE PREP HS,1303.0,12.7,6.19
17031190300,609751,KING HS,939.0,26.4,15.16
17031190300,609755,YOUNG HS,1297.0,16.9,8.9
17031190300,610391,LINDBLOM HS,1046.0,30.5,18.43
17031190300,610547,SOUTH SHORE INTL HS,901.0,33.0,20.07
17031190401,609678,JONES HS,1276.0,22.1,11.48
17031190401,609680,PAYTON HS,1334.0,18.7,9.22
17031190401,609693,WESTINGHOUSE HS,1005.0,13.8,6.08
17031190401,609694,HANCOCK HS,1078.0,25.8,12.31
17031190401,609720,LANE TECH HS,1256.0,13.0,5.91
17031190401,609726,BROOKS HS,1111.0,38.6,24.03
17031190401,609749,NORTHSIDE PREP HS,1303.0,15.3,7.44
17031190401,609751,KING HS,939.0,29.0,16.41
17031190401,609755,YOUNG HS,1297.0,19.4,8.89
17031190401,610391,LINDBLOM HS,1046.0,32.0,15.56
17031190401,610547,SOUTH SHORE INTL HS,901.0,35.7,21.32
17031190402,609678,JONES HS,1276.0,19.7,10.48
17031190402,609680,PAYTON HS,1334.0,16.4,8.65
17031190402,609693,WESTINGHOUSE HS,1005.0,12.4,5.57
17031190402,609694,HANCOCK HS,1078.0,24.4,11.8
17031190402,609720,LANE TECH HS,1256.0,10.7,4.91
17031190402,609726,BROOKS HS,1111.0,36.3,23.03
17031190402,609749,NORTHSIDE PREP HS,1303.0,13.0,6.46
17031190402,609751,KING HS,939.0,26.7,15.41
17031190402,609755,YOUNG HS,1297.0,17.2,9.15
17031190402,610391,LINDBLOM HS,1046.0,30.7,15.05
17031190402,610547,SOUTH SHORE INTL HS,901.0,33.3,20.32
17031190601,609678,JONES HS,1276.0,20.6,10.42
17031190601,609680,PAYTON HS,1334.0,16.8,8.58
17031190601,609693,WESTINGHOUSE HS,1005.0,11.9,5.44
17031190601,609694,HANCOCK HS,1078.0,23.8,11.67
17031190601,609720,LANE TECH HS,1256.0,13.0,5.9
17031190601,609726,BROOKS HS,1111.0,37.1,22.97
17031190601,609749,NORTHSIDE PREP HS,1303.0,15.3,7.43
17031190601,609751,KING HS,939.0,27.5,15.35
17031190601,609755,YOUNG HS,1297.0,17.4,8.25
17031190601,610391,LINDBLOM HS,1046.0,30.1,14.91
17031190601,610547,SOUTH SHORE INTL HS,901.0,34.2,20.26
17031190602,609678,JONES HS,1276.0,19.9,10.03
17031190602,609680,PAYTON HS,1334.0,16.2,8.19
17031190602,609693,WESTINGHOUSE HS,1005.0,11.2,5.05
17031190602,609694,HANCOCK HS,1078.0,23.2,11.28
17031190602,609720,LANE TECH HS,1256.0,11.7,5.4
17031190602,609726,BROOKS HS,1111.0,36.4,22.58
17031190602,609749,NORTHSIDE PREP HS,1303.0,14.0,6.95
17031190602,609751,KING HS,939.0,26.8,14.96
17031190602,609755,YOUNG HS,1297.0,16.8,7.86
17031190602,610391,LINDBLOM HS,1046.0,29.5,14.53
17031190602,610547,SOUTH SHORE INTL HS,901.0,33.5,19.87
17031190701,609678,JONES HS,1276.0,19.5,9.65
17031190701,609680,PAYTON HS,1334.0,16.2,7.82
17031190701,609693,WESTINGHOUSE HS,1005.0,11.2,4.82
17031190701,609694,HANCOCK HS,1078.0,23.2,11.06
17031190701,609720,LANE TECH HS,1256.0,10.7,4.76
17031190701,609726,BROOKS HS,1111.0,36.0,22.2
17031190701,609749,NORTHSIDE PREP HS,1303.0,13.0,6.29
17031190701,609751,KING HS,939.0,26.4,14.58
