geoid,school_id,school,sat_g11,drive_min,drive_mi
17031410800,609749,NORTHSIDE PREP HS,1303.0,29.4,16.26
17031410800,609751,KING HS,939.0,4.6,1.87
17031410800,609755,YOUNG HS,1297.0,17.6,8.92
17031410800,610391,LINDBLOM HS,1046.0,12.5,5.63
17031410800,610547,SOUTH SHORE INTL HS,901.0,8.4,3.4
17031410900,609678,JONES HS,1276.0,11.3,6.22
17031410900,609680,PAYTON HS,1334.0,16.9,8.89
17031410900,609693,WESTINGHOUSE HS,1005.0,21.5,11.76
17031410900,609694,HANCOCK HS,1078.0,17.8,9.1
17031410900,609720,LANE TECH HS,1256.0,23.5,13.4
17031410900,609726,BROOKS HS,1111.0,19.7,11.22
17031410900,609749,NORTHSIDE PREP HS,1303.0,28.1,16.25
17031410900,609751,KING HS,939.0,4.4,2.23
17031410900,609755,YOUNG HS,1297.0,16.4,8.91
17031410900,610391,LINDBLOM HS,1046.0,15.3,7.69
17031410900,610547,SOUTH SHORE INTL HS,901.0,11.1,5.08
17031411000,609678,JONES HS,1276.0,12.8,6.9
17031411000,609680,PAYTON HS,1334.0,18.4,9.57
17031411000,609693,WESTINGHOUSE HS,1005.0,23.0,12.44
17031411000,609694,HANCOCK HS,1078.0,19.3,9.78
17031411000,609720,LANE TECH HS,1256.0,25.0,14.08
17031411000,609726,BROOKS HS,1111.0,15.1,8.62
17031411000,609749,NORTHSIDE PREP HS,1303.0,29.6,16.93
17031411000,609751,KING HS,939.0,5.9,2.91
17031411000,609755,YOUNG HS,1297.0,17.8,9.59
17031411000,610391,LINDBLOM HS,1046.0,13.7,6.12
17031411000,610547,SOUTH SHORE INTL HS,901.0,6.5,2.48
17031411100,609678,JONES HS,1276.0,13.9,7.14
17031411100,609680,PAYTON HS,1334.0,19.5,9.82
17031411100,609693,WESTINGHOUSE HS,1005.0,23.9,12.44
17031411100,609694,HANCOCK HS,1078.0,17.6,7.23
17031411100,609720,LANE TECH HS,1256.0,25.9,14.08
17031411100,609726,BROOKS HS,1111.0,14.5,8.22
17031411100,609749,NORTHSIDE PREP HS,1303.0,30.5,16.92
17031411100,609751,KING HS,939.0,5.9,2.3
17031411100,609755,YOUNG HS,1297.0,18.8,9.59
17031411100,610391,LINDBLOM HS,1046.0,11.4,5.23
17031411100,610547,SOUTH SHORE INTL HS,901.0,7.3,3.01
17031411200,609678,JONES HS,1276.0,14.5,7.32
17031411200,609680,PAYTON HS,1334.0,20.1,10.0
17031411200,609693,WESTINGHOUSE HS,1005.0,23.6,12.24
17031411200,609694,HANCOCK HS,1078.0,17.3,7.02
17031411200,609720,LANE TECH HS,1256.0,25.6,13.87
17031411200,609726,BROOKS HS,1111.0,15.1,8.41
17031411200,609749,NORTHSIDE PREP HS,1303.0,30.2,16.72
17031411200,609751,KING HS,939.0,5.6,2.09
17031411200,609755,YOUNG HS,1297.0,18.4,9.38
17031411200,610391,LINDBLOM HS,1046.0,11.0,5.02
17031411200,610547,SOUTH SHORE INTL HS,901.0,7.9,3.2
17031420100,609678,JONES HS,1276.0,14.5,7.59
17031420100,609680,PAYTON HS,1334.0,20.1,10.27
17031420100,609693,WESTINGHOUSE HS,1005.0,24.7,13.14
17031420100,609694,HANCOCK HS,1078.0,18.2,8.82
17031420100,609720,LANE TECH HS,1256.0,26.7,14.78
17031420100,609726,BROOKS HS,1111.0,13.3,7.9
17031420100,609749,NORTHSIDE PREP HS,1303.0,31.3,17.62
17031420100,609751,KING HS,939.0,7.6,3.61
17031420100,609755,YOUNG HS,1297.0,19.5,10.29
17031420100,610391,LINDBLOM HS,1046.0,11.9,5.4
17031420100,610547,SOUTH SHORE INTL HS,901.0,4.6,1.76
17031420200,609678,JONES HS,1276.0,15.9,7.48
17031420200,609680,PAYTON HS,1334.0,21.5,10.15
17031420200,609693,WESTINGHOUSE HS,1005.0,24.7,12.78
17031420200,609694,HANCOCK HS,1078.0,16.3,7.98
17031420200,609720,LANE TECH HS,1256.0,26.7,14.42
17031420200,609726,BROOKS HS,1111.0,14.2,7.78
17031420200,609749,NORTHSIDE PREP HS,1303.0,31.3,17.26
17031420200,609751,KING HS,939.0,6.8,2.91
17031420200,609755,YOUNG HS,1297.0,19.6,9.93
17031420200,610391,LINDBLOM HS,1046.0,10.0,4.56
17031420200,610547,SOUTH SHORE INTL HS,901.0,7.0,2.57
17031420300,609678,JONES HS,1276.0,15.2,7.48
17031420300,609680,PAYTON HS,1334.0,20.8,10.16
17031420300,609693,WESTINGHOUSE HS,1005.0,24.0,12.49
17031420300,609694,HANCOCK HS,1078.0,15.6,7.69
17031420300,609720,LANE TECH HS,1256.0,26.0,14.13
17031420300,609726,BROOKS HS,1111.0,13.9,8.32
17031420300,609749,NORTHSIDE PREP HS,1303.0,30.6,16.97
17031420300,609751,KING HS,939.0,6.1,2.62
17031420300,609755,YOUNG HS,1297.0,18.9,9.64
17031420300,610391,LINDBLOM HS,1046.0,9.3,4.27
17031420300,610547,SOUTH SHORE INTL HS,901.0,7.2,3.41
17031420400,609678,JONES HS,1276.0,14.6,7.23
17031420400,609680,PAYTON HS,1334.0,20.2,9.91
17031420400,609693,WESTINGHOUSE HS,1005.0,23.4,12.84
17031420400,609694,HANCOCK HS,1078.0,14.8,7.31
17031420400,609720,LANE TECH HS,1256.0,25.4,14.48
17031420400,609726,BROOKS HS,1111.0,13.1,7.94
17031420400,609749,NORTHSIDE PREP HS,1303.0,30.0,17.32
17031420400,609751,KING HS,939.0,5.5,2.37
17031420400,609755,YOUNG HS,1297.0,18.2,9.99
17031420400,610391,LINDBLOM HS,1046.0,8.6,3.89
17031420400,610547,SOUTH SHORE INTL HS,901.0,6.5,3.03
17031420500,609678,JONES HS,1276.0,14.9,7.36
17031420500,609680,PAYTON HS,1334.0,20.5,11.03
17031420500,609693,WESTINGHOUSE HS,1005.0,22.7,12.59
17031420500,609694,HANCOCK HS,1078.0,14.1,7.06
17031420500,609720,LANE TECH HS,1256.0,24.6,14.23
17031420500,609726,BROOKS HS,1111.0,13.0,7.95
17031420500,609749,NORTHSIDE PREP HS,1303.0,29.2,17.07
17031420500,609751,KING HS,939.0,5.8,2.5
17031420500,609755,YOUNG HS,1297.0,17.5,9.74
17031420500,610391,LINDBLOM HS,1046.0,7.8,3.64
17031420500,610547,SOUTH SHORE INTL HS,901.0,6.3,3.03
17031420600,609678,JONES HS,1276.0,15.0,7.48
17031420600,609680,PAYTON HS,1334.0,20.4,10.4
17031420600,609693,WESTINGHOUSE HS,1005.0,22.6,11.96
17031420600,609694,HANCOCK HS,1078.0,14.1,6.94
17031420600,609720,LANE TECH HS,1256.0,24.6,13.6
17031420600,609726,BROOKS HS,1111.0,13.6,8.32
17031420600,609749,NORTHSIDE PREP HS,1303.0,29.2,16.45
17031420600,609751,KING HS,939.0,5.9,2.62
17031420600,609755,YOUNG HS,1297.0,17.4,9.11
17031420600,610391,LINDBLOM HS,1046.0,7.8,3.52
17031420600,610547,SOUTH SHORE INTL HS,901.0,6.9,3.4
17031420700,609678,JONES HS,1276.0,15.8,7.8
17031420700,609680,PAYTON HS,1334.0,21.0,11.09
17031420700,609693,WESTINGHOUSE HS,1005.0,23.2,12.65
17031420700,609694,HANCOCK HS,1078.0,14.6,7.12
17031420700,609720,LANE TECH HS,1256.0,25.1,14.29
17031420700,609726,BROOKS HS,1111.0,12.4,7.63
17031420700,609749,NORTHSIDE PREP HS,1303.0,29.8,17.13
17031420700,609751,KING HS,939.0,6.7,2.93
17031420700,609755,YOUNG HS,1297.0,18.0,9.8
17031420700,610391,LINDBLOM HS,1046.0,8.3,3.7
17031420700,610547,SOUTH SHORE INTL HS,901.0,5.7,2.71
17031420800,609678,JONES HS,1276.0,15.9,7.73
17031420800,609680,PAYTON HS,1334.0,21.5,10.4
17031420800,609693,WESTINGHOUSE HS,1005.0,23.9,12.96
17031420800,609694,HANCOCK HS,1078.0,15.3,7.43
17031420800,609720,LANE TECH HS,1256.0,25.8,14.6
17031420800,609726,BROOKS HS,1111.0,12.5,7.62
17031420800,609749,NORTHSIDE PREP HS,1303.0,30.4,17.44
17031420800,609751,KING HS,939.0,6.8,2.86
17031420800,609755,YOUNG HS,1297.0,18.7,10.11
17031420800,610391,LINDBLOM HS,1046.0,9.0,4.01
17031420800,610547,SOUTH SHORE INTL HS,901.0,5.8,2.71
17031421200,609678,JONES HS,1276.0,16.5,8.12
17031421200,609680,PAYTON HS,1334.0,21.8,11.43
17031421200,609693,WESTINGHOUSE HS,1005.0,24.0,12.99
17031421200,609694,HANCOCK HS,1078.0,15.4,7.46
17031421200,609720,LANE TECH HS,1256.0,25.9,14.63
17031421200,609726,BROOKS HS,1111.0,11.6,7.2
17031421200,609749,NORTHSIDE PREP HS,1303.0,30.6,17.47
17031421200,609751,KING HS,939.0,7.4,3.26
17031421200,609755,YOUNG HS,1297.0,18.8,10.14
17031421200,610391,LINDBLOM HS,1046.0,9.1,4.04
17031421200,610547,SOUTH SHORE INTL HS,901.0,4.9,2.29
17031430101,609678,JONES HS,1276.0,17.2,8.42
17031430101,609680,PAYTON HS,1334.0,22.8,11.1
17031430101,609693,WESTINGHOUSE HS,1005.0,27.4,13.97
17031430101,609694,HANCOCK HS,1078.0,19.0,9.57
17031430101,609720,LANE TECH HS,1256.0,29.4,15.61
17031430101,609726,BROOKS HS,1111.0,12.0,7.1
17031430101,609749,NORTHSIDE PREP HS,1303.0,34.0,18.45
17031430101,609751,KING HS,939.0,10.3,4.44
17031430101,609755,YOUNG HS,1297.0,22.3,11.12
17031430101,610391,LINDBLOM HS,1046.0,12.8,6.15
17031430101,610547,SOUTH SHORE INTL HS,901.0,2.9,0.89
17031430102,609678,JONES HS,1276.0,18.4,9.02
17031430102,609680,PAYTON HS,1334.0,24.0,11.69
17031430102,609693,WESTINGHOUSE HS,1005.0,28.6,14.57
17031430102,609694,HANCOCK HS,1078.0,20.5,9.98
17031430102,609720,LANE TECH HS,1256.0,30.5,16.2
17031430102,609726,BROOKS HS,1111.0,13.2,7.5
17031430102,609749,NORTHSIDE PREP HS,1303.0,35.1,19.05
17031430102,609751,KING HS,939.0,11.5,5.03
17031430102,609755,YOUNG HS,1297.0,23.4,11.71
17031430102,610391,LINDBLOM HS,1046.0,14.3,6.56
17031430102,610547,SOUTH SHORE INTL HS,901.0,4.1,1.29
17031430200,609678,JONES HS,1276.0,17.0,8.42
17031430200,609680,PAYTON HS,1334.0,22.6,11.1
17031430200,609693,WESTINGHOUSE HS,1005.0,27.2,13.97
17031430200,609694,HANCOCK HS,1078.0,19.3,9.31
17031430200,609720,LANE TECH HS,1256.0,29.2,15.61
17031430200,609726,BROOKS HS,1111.0,12.3,7.23
17031430200,609749,NORTHSIDE PREP HS,1303.0,33.8,18.45
17031430200,609751,KING HS,939.0,9.9,4.02
17031430200,609755,YOUNG HS,1297.0,22.0,11.12
17031430200,610391,LINDBLOM HS,1046.0,13.0,5.89
17031430200,610547,SOUTH SHORE INTL HS,901.0,3.1,1.02
17031430300,609678,JONES HS,1276.0,17.3,8.57
17031430300,609680,PAYTON HS,1334.0,22.9,11.24
17031430300,609693,WESTINGHOUSE HS,1005.0,26.7,14.62
17031430300,609694,HANCOCK HS,1078.0,18.2,9.09
17031430300,609720,LANE TECH HS,1256.0,28.7,16.26
17031430300,609726,BROOKS HS,1111.0,10.8,6.62
17031430300,609749,NORTHSIDE PREP HS,1303.0,33.3,19.1
17031430300,609751,KING HS,939.0,9.5,3.95
17031430300,609755,YOUNG HS,1297.0,21.6,11.77
17031430300,610391,LINDBLOM HS,1046.0,11.9,5.67
17031430300,610547,SOUTH SHORE INTL HS,901.0,3.6,1.41
17031430400,609678,JONES HS,1276.0,18.6,9.2
17031430400,609680,PAYTON HS,1334.0,23.8,12.56
17031430400,609693,WESTINGHOUSE HS,1005.0,26.0,14.12
17031430400,609694,HANCOCK HS,1078.0,17.4,8.59
17031430400,609720,LANE TECH HS,1256.0,28.0,15.76
17031430400,609726,BROOKS HS,1111.0,9.7,6.18
17031430400,609749,NORTHSIDE PREP HS,1303.0,32.6,18.6
17031430400,609751,KING HS,939.0,9.5,4.34
17031430400,609755,YOUNG HS,1297.0,20.8,11.27
17031430400,610391,LINDBLOM HS,1046.0,11.2,5.17
17031430400,610547,SOUTH SHORE INTL HS,901.0,2.5,0.97
17031430500,609678,JONES HS,1276.0,18.1,8.8
17031430500,609680,PAYTON HS,1334.0,23.7,11.48
17031430500,609693,WESTINGHOUSE HS,1005.0,26.8,14.6
17031430500,609694,HANCOCK HS,1078.0,18.2,9.07
17031430500,609720,LANE TECH HS,1256.0,28.7,16.24
17031430500,609726,BROOKS HS,1111.0,10.2,6.34
17031430500,609749,NORTHSIDE PREP HS,1303.0,33.4,19.08
17031430500,609751,KING HS,939.0,10.3,4.82
17031430500,609755,YOUNG HS,1297.0,21.6,11.75
17031430500,610391,LINDBLOM HS,1046.0,11.9,5.65
17031430500,610547,SOUTH SHORE INTL HS,901.0,2.1,0.65
17031430600,609678,JONES HS,1276.0,17.9,9.13
17031430600,609680,PAYTON HS,1334.0,23.6,11.8
17031430600,609693,WESTINGHOUSE HS,1005.0,28.1,14.68
17031430600,609694,HANCOCK HS,1078.0,19.6,9.75
17031430600,609720,LANE TECH HS,1256.0,30.1,16.31
17031430600,609726,BROOKS HS,1111.0,11.1,6.85
17031430600,609749,NORTHSIDE PREP HS,1303.0,34.7,19.16
17031430600,609751,KING HS,939.0,11.0,5.15
17031430600,609755,YOUNG HS,1297.0,23.0,11.82
17031430600,610391,LINDBLOM HS,1046.0,13.3,6.33
17031430600,610547,SOUTH SHORE INTL HS,901.0,2.0,0.64
17031430700,609678,JONES HS,1276.0,17.4,9.1
17031430700,609680,PAYTON HS,1334.0,23.0,11.78
17031430700,609693,WESTINGHOUSE HS,1005.0,27.5,14.65
17031430700,609694,HANCOCK HS,1078.0,19.6,10.07
17031430700,609720,LANE TECH HS,1256.0,29.5,16.29
17031430700,609726,BROOKS HS,1111.0,12.3,7.62
17031430700,609749,NORTHSIDE PREP HS,1303.0,34.1,19.13
17031430700,609751,KING HS,939.0,10.4,5.12
17031430700,609755,YOUNG HS,1297.0,22.4,11.8
17031430700,610391,LINDBLOM HS,1046.0,13.3,6.65
17031430700,610547,SOUTH SHORE INTL HS,901.0,3.2,1.42
17031430800,609678,JONES HS,1276.0,18.5,9.38
17031430800,609680,PAYTON HS,1334.0,24.1,12.06
17031430800,609693,WESTINGHOUSE HS,1005.0,27.8,15.31
17031430800,609694,HANCOCK HS,1078.0,19.3,9.79
17031430800,609720,LANE TECH HS,1256.0,29.8,16.95
17031430800,609726,BROOKS HS,1111.0,10.2,6.6
17031430800,609749,NORTHSIDE PREP HS,1303.0,34.4,19.8
17031430800,609751,KING HS,939.0,11.3,5.53
17031430800,609755,YOUNG HS,1297.0,22.6,12.46
17031430800,610391,LINDBLOM HS,1046.0,13.0,6.36
17031430800,610547,SOUTH SHORE INTL HS,901.0,1.1,0.39
17031430900,609678,JONES HS,1276.0,18.7,9.05
17031430900,609680,PAYTON HS,1334.0,24.3,11.73
17031430900,609693,WESTINGHOUSE HS,1005.0,27.3,14.8
17031430900,609694,HANCOCK HS,1078.0,18.7,9.28
17031430900,609720,LANE TECH HS,1256.0,29.3,16.44
17031430900,609726,BROOKS HS,1111.0,9.5,6.09
17031430900,609749,NORTHSIDE PREP HS,1303.0,33.9,19.29
17031430900,609751,KING HS,939.0,10.8,5.02
17031430900,609755,YOUNG HS,1297.0,22.1,11.95
17031430900,610391,LINDBLOM HS,1046.0,12.5,5.85
17031430900,610547,SOUTH SHORE INTL HS,901.0,1.3,0.37
17031431200,609678,JONES HS,1276.0,20.4,9.68
17031431200,609680,PAYTON HS,1334.0,25.9,14.8
17031431200,609693,WESTINGHOUSE HS,1005.0,28.1,16.37
17031431200,609694,HANCOCK HS,1078.0,20.2,10.12
17031431200,609720,LANE TECH HS,1256.0,30.1,18.0
17031431200,609726,BROOKS HS,1111.0,9.7,6.21
17031431200,609749,NORTHSIDE PREP HS,1303.0,34.7,20.85
17031431200,609751,KING HS,939.0,12.3,5.86
17031431200,609755,YOUNG HS,1297.0,22.9,13.51
17031431200,610391,LINDBLOM HS,1046.0,14.0,6.69
17031431200,610547,SOUTH SHORE INTL HS,901.0,2.6,0.77
17031431301,609678,JONES HS,1276.0,19.6,9.86
17031431301,609680,PAYTON HS,1334.0,25.2,12.54
17031431301,609693,WESTINGHOUSE HS,1005.0,29.0,16.81
17031431301,609694,HANCOCK HS,1078.0,21.1,10.56
17031431301,609720,LANE TECH HS,1256.0,31.0,18.45
17031431301,609726,BROOKS HS,1111.0,10.6,6.65
17031431301,609749,NORTHSIDE PREP HS,1303.0,35.6,21.29
17031431301,609751,KING HS,939.0,12.7,5.88
17031431301,609755,YOUNG HS,1297.0,23.8,13.96
17031431301,610391,LINDBLOM HS,1046.0,14.9,7.14
17031431301,610547,SOUTH SHORE INTL HS,901.0,3.2,1.2
17031431302,609678,JONES HS,1276.0,18.9,9.65
17031431302,609680,PAYTON HS,1334.0,24.5,12.32
17031431302,609693,WESTINGHOUSE HS,1005.0,29.0,15.83
17031431302,609694,HANCOCK HS,1078.0,20.4,10.31
17031431302,609720,LANE TECH HS,1256.0,31.0,17.47
17031431302,609726,BROOKS HS,1111.0,11.1,6.86
17031431302,609749,NORTHSIDE PREP HS,1303.0,35.6,20.32
17031431302,609751,KING HS,939.0,12.0,5.66
17031431302,609755,YOUNG HS,1297.0,23.8,12.98
17031431302,610391,LINDBLOM HS,1046.0,14.2,6.88
17031431302,610547,SOUTH SHORE INTL HS,901.0,2.2,0.91
17031431400,609678,JONES HS,1276.0,21.3,10.67
17031431400,609680,PAYTON HS,1334.0,26.9,13.34
17031431400,609693,WESTINGHOUSE HS,1005.0,31.1,17.77
17031431400,609694,HANCOCK HS,1078.0,23.2,11.52
17031431400,609720,LANE TECH HS,1256.0,33.1,19.41
17031431400,609726,BROOKS HS,1111.0,12.7,7.62
17031431400,609749,NORTHSIDE PREP HS,1303.0,37.7,22.26
17031431400,609751,KING HS,939.0,14.4,6.68
17031431400,609755,YOUNG HS,1297.0,25.9,14.92
17031431400,610391,LINDBLOM HS,1046.0,17.0,8.1
17031431400,610547,SOUTH SHORE INTL HS,901.0,5.4,2.17
17031440101,609678,JONES HS,1276.0,17.8,10.32
17031440101,609680,PAYTON HS,1334.0,22.7,13.17
17031440101,609693,WESTINGHOUSE HS,1005.0,24.9,14.73
17031440101,609694,HANCOCK HS,1078.0,18.1,9.07
17031440101,609720,LANE TECH HS,1256.0,26.9,16.37
17031440101,609726,BROOKS HS,1111.0,9.5,6.19
17031440101,609749,NORTHSIDE PREP HS,1303.0,31.5,19.21
17031440101,609751,KING HS,939.0,10.2,4.82
17031440101,609755,YOUNG HS,1297.0,19.7,11.88
17031440101,610391,LINDBLOM HS,1046.0,11.9,5.65
17031440101,610547,SOUTH SHORE INTL HS,901.0,4.3,1.99
17031440102,609678,JONES HS,1276.0,19.1,10.86
17031440102,609680,PAYTON HS,1334.0,24.0,13.7
17031440102,609693,WESTINGHOUSE HS,1005.0,26.2,15.26
17031440102,609694,HANCOCK HS,1078.0,19.4,9.6
17031440102,609720,LANE TECH HS,1256.0,28.2,16.9
17031440102,609726,BROOKS HS,1111.0,9.5,5.71
17031440102,609749,NORTHSIDE PREP HS,1303.0,32.8,19.74
17031440102,609751,KING HS,939.0,11.4,5.35
17031440102,609755,YOUNG HS,1297.0,21.1,12.41
17031440102,610391,LINDBLOM HS,1046.0,13.1,6.18
17031440102,610547,SOUTH SHORE INTL HS,901.0,5.5,2.53
17031440201,609678,JONES HS,1276.0,17.0,9.9
17031440201,609680,PAYTON HS,1334.0,22.0,12.75
17031440201,609693,WESTINGHOUSE HS,1005.0,24.2,14.31
17031440201,609694,HANCOCK HS,1078.0,17.6,8.95
17031440201,609720,LANE TECH HS,1256.0,26.1,15.95
17031440201,609726,BROOKS HS,1111.0,10.4,6.65
17031440201,609749,NORTHSIDE PREP HS,1303.0,30.8,18.79
17031440201,609751,KING HS,939.0,10.4,4.9
17031440201,609755,YOUNG HS,1297.0,19.0,11.46
17031440201,610391,LINDBLOM HS,1046.0,11.5,5.54
17031440201,610547,SOUTH SHORE INTL HS,901.0,5.2,2.46
17031440202,609678,JONES HS,1276.0,18.2,10.41
17031440202,609680,PAYTON HS,1334.0,23.1,13.25
17031440202,609693,WESTINGHOUSE HS,1005.0,25.3,14.81
17031440202,609694,HANCOCK HS,1078.0,19.1,9.45
17031440202,609720,LANE TECH HS,1256.0,27.3,16.45
17031440202,609726,BROOKS HS,1111.0,9.7,4.81
17031440202,609749,NORTHSIDE PREP HS,1303.0,31.9,19.29
17031440202,609751,KING HS,939.0,11.5,5.4
17031440202,609755,YOUNG HS,1297.0,20.2,11.96
17031440202,610391,LINDBLOM HS,1046.0,13.1,6.04
17031440202,610547,SOUTH SHORE INTL HS,901.0,6.4,2.95
17031440300,609678,JONES HS,1276.0,16.1,9.7
17031440300,609680,PAYTON HS,1334.0,21.0,12.54
17031440300,609693,WESTINGHOUSE HS,1005.0,23.2,14.11
17031440300,609694,HANCOCK HS,1078.0,17.0,8.75
17031440300,609720,LANE TECH HS,1256.0,25.2,15.74
17031440300,609726,BROOKS HS,1111.0,8.7,4.33
17031440300,609749,NORTHSIDE PREP HS,1303.0,29.8,18.59
17031440300,609751,KING HS,939.0,11.9,5.7
17031440300,609755,YOUNG HS,1297.0,18.0,11.25
17031440300,610391,LINDBLOM HS,1046.0,10.9,5.34
17031440300,610547,SOUTH SHORE INTL HS,901.0,6.8,3.25
17031440600,609678,JONES HS,1276.0,17.5,10.47
17031440600,609680,PAYTON HS,1334.0,22.4,13.31
17031440600,609693,WESTINGHOUSE HS,1005.0,24.6,14.87
17031440600,609694,HANCOCK HS,1078.0,18.4,9.51
17031440600,609720,LANE TECH HS,1256.0,26.6,16.51
17031440600,609726,BROOKS HS,1111.0,7.6,3.11
17031440600,609749,NORTHSIDE PREP HS,1303.0,31.2,19.35
17031440600,609751,KING HS,939.0,13.4,7.29
17031440600,609755,YOUNG HS,1297.0,19.4,12.02
17031440600,610391,LINDBLOM HS,1046.0,12.4,6.1
17031440600,610547,SOUTH SHORE INTL HS,901.0,7.6,4.02
17031440700,609678,JONES HS,1276.0,18.0,10.84
17031440700,609680,PAYTON HS,1334.0,22.9,13.68
17031440700,609693,WESTINGHOUSE HS,1005.0,25.1,15.24
17031440700,609694,HANCOCK HS,1078.0,18.9,9.88
17031440700,609720,LANE TECH HS,1256.0,27.1,16.88
17031440700,609726,BROOKS HS,1111.0,8.6,3.98
17031440700,609749,NORTHSIDE PREP HS,1303.0,31.7,19.72
17031440700,609751,KING HS,939.0,12.1,5.83
17031440700,609755,YOUNG HS,1297.0,20.0,12.39
17031440700,610391,LINDBLOM HS,1046.0,12.9,6.47
17031440700,610547,SOUTH SHORE INTL HS,901.0,6.1,3.39
17031440800,609678,JONES HS,1276.0,19.3,11.38
17031440800,609680,PAYTON HS,1334.0,24.2,14.22
17031440800,609693,WESTINGHOUSE HS,1005.0,26.4,15.78
17031440800,609694,HANCOCK HS,1078.0,20.2,10.42
17031440800,609720,LANE TECH HS,1256.0,28.4,17.42
17031440800,609726,BROOKS HS,1111.0,7.8,3.86
17031440800,609749,NORTHSIDE PREP HS,1303.0,33.0,20.26
17031440800,609751,KING HS,939.0,12.2,5.87
17031440800,609755,YOUNG HS,1297.0,21.2,12.93
17031440800,610391,LINDBLOM HS,1046.0,13.9,6.7
17031440800,610547,SOUTH SHORE INTL HS,901.0,6.4,3.42
17031440900,609678,JONES HS,1276.0,19.5,11.3
17031440900,609680,PAYTON HS,1334.0,24.5,14.14
17031440900,609693,WESTINGHOUSE HS,1005.0,26.7,15.7
17031440900,609694,HANCOCK HS,1078.0,20.4,10.35
17031440900,609720,LANE TECH HS,1256.0,28.6,17.34
17031440900,609726,BROOKS HS,1111.0,7.2,3.31
17031440900,609749,NORTHSIDE PREP HS,1303.0,33.2,20.19
17031440900,609751,KING HS,939.0,13.3,6.29
17031440900,609755,YOUNG HS,1297.0,21.5,12.85
17031440900,610391,LINDBLOM HS,1046.0,14.4,6.93
17031440900,610547,SOUTH SHORE INTL HS,901.0,7.5,3.85
17031450300,609678,JONES HS,1276.0,21.0,11.96
17031450300,609680,PAYTON HS,1334.0,26.0,14.8
17031450300,609693,WESTINGHOUSE HS,1005.0,28.2,16.36
17031450300,609694,HANCOCK HS,1078.0,20.3,10.12
17031450300,609720,LANE TECH HS,1256.0,30.1,18.0
17031450300,609726,BROOKS HS,1111.0,8.2,4.97
17031450300,609749,NORTHSIDE PREP HS,1303.0,34.8,20.85
17031450300,609751,KING HS,939.0,12.3,5.87
17031450300,609755,YOUNG HS,1297.0,23.0,13.51
17031450300,610391,LINDBLOM HS,1046.0,14.0,6.7
17031450300,610547,SOUTH SHORE INTL HS,901.0,4.2,1.99
17031460100,609678,JONES HS,1276.0,20.9,10.71
17031460100,609680,PAYTON HS,1334.0,26.5,13.38
17031460100,609693,WESTINGHOUSE HS,1005.0,30.7,17.81
17031460100,609694,HANCOCK HS,1078.0,22.8,11.56
17031460100,609720,LANE TECH HS,1256.0,32.7,19.45
17031460100,609726,BROOKS HS,1111.0,12.3,7.66
17031460100,609749,NORTHSIDE PREP HS,1303.0,37.3,22.3
17031460100,609751,KING HS,939.0,14.0,6.72
17031460100,609755,YOUNG HS,1297.0,25.5,14.96
17031460100,610391,LINDBLOM HS,1046.0,16.6,8.14
17031460100,610547,SOUTH SHORE INTL HS,901.0,5.0,2.21
17031460200,609678,JONES HS,1276.0,21.4,10.95
17031460200,609680,PAYTON HS,1334.0,27.0,13.63
17031460200,609693,WESTINGHOUSE HS,1005.0,30.4,18.16
17031460200,609694,HANCOCK HS,1078.0,22.8,11.52
17031460200,609720,LANE TECH HS,1256.0,32.3,19.79
17031460200,609726,BROOKS HS,1111.0,11.0,6.62
17031460200,609749,NORTHSIDE PREP HS,1303.0,37.0,22.64
17031460200,609751,KING HS,939.0,14.5,6.97
17031460200,609755,YOUNG HS,1297.0,25.2,15.3
17031460200,610391,LINDBLOM HS,1046.0,16.5,8.09
17031460200,610547,SOUTH SHORE INTL HS,901.0,5.5,2.46
17031460301,609678,JONES HS,1276.0,22.2,11.02
17031460301,609680,PAYTON HS,1334.0,27.8,13.7
17031460301,609693,WESTINGHOUSE HS,1005.0,30.5,18.07
17031460301,609694,HANCOCK HS,1078.0,22.4,11.14
17031460301,609720,LANE TECH HS,1256.0,32.5,19.71
17031460301,609726,BROOKS HS,1111.0,10.6,6.15
17031460301,609749,NORTHSIDE PREP HS,1303.0,37.1,22.55
17031460301,609751,KING HS,939.0,14.4,6.89
17031460301,609755,YOUNG HS,1297.0,25.3,15.22
17031460301,610391,LINDBLOM HS,1046.0,16.1,7.72
17031460301,610547,SOUTH SHORE INTL HS,901.0,5.8,2.34
17031460302,609678,JONES HS,1276.0,21.5,10.69
17031460302,609680,PAYTON HS,1334.0,27.1,13.37
17031460302,609693,WESTINGHOUSE HS,1005.0,29.9,17.24
17031460302,609694,HANCOCK HS,1078.0,21.6,10.94
17031460302,609720,LANE TECH HS,1256.0,31.9,18.88
17031460302,609726,BROOKS HS,1111.0,10.6,6.32
17031460302,609749,NORTHSIDE PREP HS,1303.0,36.5,21.72
17031460302,609751,KING HS,939.0,13.7,6.68
17031460302,609755,YOUNG HS,1297.0,24.8,14.39
17031460302,610391,LINDBLOM HS,1046.0,15.4,7.51
17031460302,610547,SOUTH SHORE INTL HS,901.0,5.1,2.13
17031460400,609678,JONES HS,1276.0,20.6,10.38
17031460400,609680,PAYTON HS,1334.0,26.2,13.06
17031460400,609693,WESTINGHOUSE HS,1005.0,28.7,16.75
17031460400,609694,HANCOCK HS,1078.0,20.5,10.45
